,"(mm) Precipitation (gridMET),  ,2014-01-01 to 2024-11-25","(deg C) Mean Temperature (gridMET),  ,2014-01-01 to 2024-11-25"
"2014-07-04",0,18.2414
"2014-07-05",0,19.1532
"2014-07-06",0,19.7033
"2014-07-07",0,19.4144
"2014-07-08",0,18.5783
"2014-07-09",0,19.6051
"2014-07-10",0.3756,17.896
"2014-07-11",0,15.2782
"2014-07-12",0,17.551
"2014-07-13",0,18.8861
"2014-07-14",0,20.1149
"2014-07-15",0,18.4554
"2014-07-16",0,16.0689
"2014-07-17",0,16.6935
"2014-07-18",0,18.19
"2014-07-19",0,17.9178
"2014-07-20",0,17.7479
"2014-07-21",0,17.3905
"2014-07-22",0,18.2628
"2014-07-23",0,20.7568
"2014-07-24",0,17.7344
"2014-07-25",0,16.9317
"2014-07-26",0,17.6006
"2014-07-27",0,19.6669
"2014-07-28",0.6605,18.1927
"2014-07-29",21.1899,12.477
"2014-07-30",2.6606,11.6582
"2014-07-31",0,13.9744
"2014-08-01",0,16.9844
"2014-08-02",0,17.9214
"2014-08-03",0.0781,18.0339
"2014-08-04",8.5858,15.5466
"2014-08-05",9.4539,14.0928
"2014-08-06",1.4887,13.9506
"2014-08-07",1.0879,13.7802
"2014-08-08",1.516,13.9285
"2014-08-09",0.3386,14.4863
"2014-08-10",0,16.2797
"2014-08-11",0,18.269
"2014-08-12",3.8925,16.3292
"2014-08-13",8.0571,14.7818
"2014-08-14",0.082,15.6996
"2014-08-15",0.2974,16.4197
"2014-08-16",0,16.2908
"2014-08-17",0.0671,17.4274
"2014-08-18",0.0219,17.9764
"2014-08-19",0.1787,13.5262
"2014-08-20",13.3832,13.8048
"2014-08-21",6.1262,12.5846
"2014-08-22",27.4242,9.8233
"2014-08-23",4.5648,7.7806
"2014-08-24",0.6983,10.0444
"2014-08-25",8.0763,10.7893
"2014-08-26",2.4727,12.4852
"2014-08-27",0.353,11.9239
"2014-08-28",0,13.7049
"2014-08-29",0,15.1047
"2014-08-30",0.4094,13.43
"2014-08-31",3.2404,9.6257
"2014-09-01",0,10.7212
"2014-09-02",0,13.1999
"2014-09-03",0,13.2072
"2014-09-04",0.4385,9.7973
"2014-09-05",0,12.4014
"2014-09-06",0,14.4181
"2014-09-07",0.0118,15.4118
"2014-09-08",1.1737,14.4106
"2014-09-09",2.8647,11.7043
"2014-09-10",0.0877,10.0941
"2014-09-11",0.0725,6.0346
"2014-09-12",0.6749,6.2666
"2014-09-13",0,12.2386
"2014-09-14",0,15.0013
"2014-09-15",0,15.9981
"2014-09-16",0,16.7826
"2014-09-17",0,18.0213
"2014-09-18",2.3914,16.2198
"2014-09-19",0.8806,13.7261
"2014-09-20",0,14.6372
"2014-09-21",1.5672,10.4019
"2014-09-22",1.0391,11.5937
"2014-09-23",0,13.1091
"2014-09-24",0,15.9878
"2014-09-25",0,16.8017
"2014-09-26",1.9928,15.7723
"2014-09-27",45.169,8.4445
"2014-09-28",17.4192,6.7232
"2014-09-29",4.0649,6.7327
"2014-09-30",19.4582,3.3352
"2014-10-01",0.8739,1.8967
"2014-10-02",0.981,3.5051
"2014-10-03",0,6.169
"2014-10-04",1.0187,7.6996
"2014-10-05",0.0861,8.9376
"2014-10-06",0.0332,10.1809
"2014-10-07",0,10.9233
"2014-10-08",0,11.0328
"2014-10-09",0,10.7297
"2014-10-10",0.0303,9.6865
"2014-10-11",2.6406,6.9929
"2014-10-12",2.1348,2.7071
"2014-10-13",0,3.7675
"2014-10-14",0.1006,8.778
"2014-10-15",0,8.4117
"2014-10-16",0,5.5663
"2014-10-17",0,8.5805
"2014-10-18",0,9.7904
"2014-10-19",0,9.6746
"2014-10-20",0.0002,10.8775
"2014-10-21",0.7682,4.3326
"2014-10-22",0,3.1231
"2014-10-23",0.0562,7.3104
"2014-10-24",0,10.3684
"2014-10-25",2.9213,10.7584
"2014-10-26",1.3333,3.3537
"2014-10-27",0.693,-0.6524
"2014-10-28",0.2518,0.9905
"2014-10-29",0.2863,4.5306
"2014-10-30",0.1997,8.0853
"2014-10-31",0.1233,9.5557
"2014-11-01",0.7073,6.704
"2014-11-02",0.468,-0.4684
"2014-11-03",0,-2.1151
"2014-11-04",0.6589,-0.8959
"2014-11-05",0,3.5661
"2014-11-06",0.0879,6.5196
"2014-11-07",0,4.4542
"2014-11-08",0.3821,4.1711
"2014-11-09",0,5.7536
"2014-11-10",0,-0.3449
"2014-11-11",0.0094,-8.3294
"2014-11-12",0.1042,-14.4769
"2014-11-13",8.7629,-10.13
"2014-11-14",38.8901,-2.4515
"2014-11-15",0,-11.8549
"2014-11-16",0,-13.2091
"2014-11-17",0.1072,-9.8573
"2014-11-18",1.4544,-6.2192
"2014-11-19",0.5631,-1.7517
"2014-11-20",0.0491,-0.3512
"2014-11-21",0.271,0.1325
"2014-11-22",27.1537,-1.0634
"2014-11-23",16.4569,-4.5882
"2014-11-24",7.443,-5.6375
"2014-11-25",16.6067,-2.0342
"2014-11-26",0.1061,2.4443
"2014-11-27",0.0258,3.9057
"2014-11-28",0,6.0155
"2014-11-29",0.3372,3.0804
"2014-11-30",7.2794,-1.5596
"2014-12-01",5.8141,-0.3862
"2014-12-02",0,1.8761
"2014-12-03",1.9,0.3467
"2014-12-04",0,2.1641
"2014-12-05",1.311,2.7124
"2014-12-06",0,2.6226
"2014-12-07",0,2.5884
"2014-12-08",0,2.5748
"2014-12-09",0,3.5288
"2014-12-10",0,4.1578
"2014-12-11",0.0997,3.8448
"2014-12-12",0.1225,4.9974
"2014-12-13",6.2105,-0.4269
"2014-12-14",0,-4.7564
"2014-12-15",0,-4.9521
"2014-12-16",0.1042,-3.2895
"2014-12-17",0.0114,-2.7283
"2014-12-18",0,-3.986
"2014-12-19",3.7617,-2.3887
"2014-12-20",9.7832,-1.403
"2014-12-21",48.6551,0.1436
"2014-12-22",10.305,-4.7496
"2014-12-23",0.2363,-7.6078
"2014-12-24",4.425,-4.525
"2014-12-25",7.5247,-5.87
"2014-12-26",2.2537,-10.8604
"2014-12-27",0.0795,-12.2362
"2014-12-28",11.0511,-9.0772
"2014-12-29",1.9891,-13.9169
"2014-12-30",0.1711,-19.3835
"2014-12-31",2.1947,-14.8915
"2015-01-01",1.2731,-9.1397
"2015-01-02",0,-8.0676
"2015-01-03",0.6538,-7.3428
"2015-01-04",0.8114,-4.2769
"2015-01-05",6.0655,-0.2397
"2015-01-06",0.2095,1.6257
"2015-01-07",0,3.2161
"2015-01-08",0,1.5273
"2015-01-09",0,-1.5864
"2015-01-10",0.332,-0.4103
"2015-01-11",3.1275,-0.1785
"2015-01-12",7.7997,-0.6585
"2015-01-13",1.1502,-4.6123
"2015-01-14",0,-8.4885
"2015-01-15",0,-6.4729
"2015-01-16",11.4107,-3.7447
"2015-01-17",1.04,-3.1587
"2015-01-18",0.2939,1.6494
"2015-01-19",0,-0.0544
"2015-01-20",0,-4.232
"2015-01-21",0,-6.1002
"2015-01-22",0,-6.8314
"2015-01-23",0,-5.0407
"2015-01-24",0,-4.6315
"2015-01-25",0,1.0741
"2015-01-26",0,5.2595
"2015-01-27",5.5399,2.9406
"2015-01-28",6.7515,-0.4304
"2015-01-29",0.0938,-1.0865
"2015-01-30",0.0098,-0.6882
"2015-01-31",0,-1.7307
"2015-02-01",0.9013,-3.3392
"2015-02-02",11.0904,0.7358
"2015-02-03",22.2579,2.3644
"2015-02-04",8.9731,1.3103
"2015-02-05",0,4.0154
"2015-02-06",0,5.655
"2015-02-07",0.2224,5.2078
"2015-02-08",0.1404,4.2427
"2015-02-09",10.2892,2.5179
"2015-02-10",0.2231,-1.0884
"2015-02-11",0.051,0.4479
"2015-02-12",0.0271,2.8789
"2015-02-13",0,4.5854
"2015-02-14",0,5.0968
"2015-02-15",0,0.1889
"2015-02-16",0.0068,-3.343
"2015-02-17",0,-4.5001
"2015-02-18",0,0.341
"2015-02-19",0,3.1543
"2015-02-20",1.437,-0.7203
"2015-02-21",3.0058,-5.0781
"2015-02-22",1.6561,-10.9927
"2015-02-23",0.0411,-9.5032
"2015-02-24",0.1266,-2.2478
"2015-02-25",0.0411,-1.5791
"2015-02-26",0.2616,-5.5781
"2015-02-27",0.6293,-5.6247
"2015-02-28",0.0274,-5.1344
"2015-03-01",0,-4.0159
"2015-03-02",3.2538,-3.034
"2015-03-03",6.6123,-5.828
"2015-03-04",1.524,-7.1348
"2015-03-05",0.3083,-4.2457
"2015-03-06",0.0289,0.5568
"2015-03-07",0.0795,3.471
"2015-03-08",0.026,2.9018
"2015-03-09",0,2.1975
"2015-03-10",0.0325,4.1059
"2015-03-11",0.2638,5.3294
"2015-03-12",0.726,4.1826
"2015-03-13",0,5.4416
"2015-03-14",0.1165,5.3762
"2015-03-15",0,8.7002
"2015-03-16",0,9.5348
"2015-03-17",0,7.8695
"2015-03-18",0,3.591
"2015-03-19",0,3.1415
"2015-03-20",0,5.8067
"2015-03-21",0,6.7328
"2015-03-22",0,4.7658
"2015-03-23",14.1146,0.771
"2015-03-24",21.0016,-1.7679
"2015-03-25",0.1684,-1.632
"2015-03-26",0,2.7292
"2015-03-27",0,7.2946
"2015-03-28",0,6.449
"2015-03-29",0,4.7677
"2015-03-30",0,7.8612
"2015-03-31",0,8.5412
"2015-04-01",0,0.3868
"2015-04-02",0,-2.181
"2015-04-03",0,-1.7556
"2015-04-04",0,3.031
"2015-04-05",0,5.505
"2015-04-06",0,2.1107
"2015-04-07",0.6041,2.3761
"2015-04-08",3.4285,1.3958
"2015-04-09",0.1223,2.6584
"2015-04-10",0,4.2158
"2015-04-11",3.6405,5.5538
"2015-04-12",0.6218,1.2884
"2015-04-13",0.0856,5.5888
"2015-04-14",4.1635,4.3469
"2015-04-15",10.4821,-3.4629
"2015-04-16",0.195,2.148
"2015-04-17",0.2441,5.1932
"2015-04-18",0,6.5762
"2015-04-19",0,5.8897
"2015-04-20",0,6.5721
"2015-04-21",0,8.1714
"2015-04-22",0.0957,9.4313
"2015-04-23",0.7578,6.5548
"2015-04-24",11.7348,5.6184
"2015-04-25",9.2941,2.7806
"2015-04-26",7.1657,1.7387
"2015-04-27",0.1241,5.3477
"2015-04-28",0,8.4994
"2015-04-29",0,10.4365
"2015-04-30",0,8.2093
"2015-05-01",0,9.2854
"2015-05-02",0.0475,10.8543
"2015-05-03",0.3173,10.4733
"2015-05-04",0.8528,9.3945
"2015-05-05",0.6605,8.8941
"2015-05-06",8.7992,6.87
"2015-05-07",17.8365,6.1304
"2015-05-08",3.0102,6.1051
"2015-05-09",17.3371,2.0265
"2015-05-10",0,3.4768
"2015-05-11",0.1549,6.2562
"2015-05-12",0,10.0518
"2015-05-13",0,9.5822
"2015-05-14",1.7127,8.0572
"2015-05-15",5.524,3.3394
"2015-05-16",17.2621,1.3047
"2015-05-17",0.213,5.2564
"2015-05-18",16.781,6.7344
"2015-05-19",12.264,4.3571
"2015-05-20",3.9599,5.9683
"2015-05-21",4.2629,7.3416
"2015-05-22",7.8526,6.9387
"2015-05-23",14.2551,5.8058
"2015-05-24",3.5739,6.4569
"2015-05-25",1.273,8.1202
"2015-05-26",2.0416,6.8792
"2015-05-27",6.6219,7.6241
"2015-05-28",4.8479,6.5035
"2015-05-29",0.4438,9.2421
"2015-05-30",0.0537,12.2271
"2015-05-31",0,15.3272
"2015-06-01",0,14.3933
"2015-06-02",0,12.1768
"2015-06-03",5.4245,11.8807
"2015-06-04",0,11.3396
"2015-06-05",0.0151,11.6763
"2015-06-06",0,10.2381
"2015-06-07",0.0489,11.7276
"2015-06-08",0,14.2573
"2015-06-09",0,15.5391
"2015-06-10",4.7226,14.2817
"2015-06-11",0.0816,13.2612
"2015-06-12",0.0546,14.559
"2015-06-13",0.0731,13.9316
"2015-06-14",0,15.023
"2015-06-15",0,15.8918
"2015-06-16",0,15.7006
"2015-06-17",0,16.4031
"2015-06-18",0,18.1393
"2015-06-19",0,16.7562
"2015-06-20",0,15.4225
"2015-06-21",0,16.9436
"2015-06-22",0,15.6036
"2015-06-23",0,17.0203
"2015-06-24",0,18.3185
"2015-06-25",0,18.5904
"2015-06-26",0,18.7333
"2015-06-27",0,20.5517
"2015-06-28",0,21.4386
"2015-06-29",0,21.49
"2015-06-30",0,21.1187
"2015-07-01",0,19.951
"2015-07-02",0,19.8831
"2015-07-03",0,19.5861
"2015-07-04",0.0599,20.5626
"2015-07-05",4.4907,14.7963
"2015-07-06",1.792,15.5882
"2015-07-07",3.8476,14.3544
"2015-07-08",7.4186,12.1864
"2015-07-09",1.0272,14.0916
"2015-07-10",0.7555,13.1582
"2015-07-11",0,14.1055
"2015-07-12",0,15.0021
"2015-07-13",0,15.3131
"2015-07-14",0.0326,16.3969
"2015-07-15",0.036,14.7252
"2015-07-16",0.0043,15.6958
"2015-07-17",1.3467,13.3843
"2015-07-18",6.9584,11.3567
"2015-07-19",1.2345,12.3043
"2015-07-20",1.5362,11.7003
"2015-07-21",0.4448,14.3045
"2015-07-22",0.4937,15.1149
"2015-07-23",0.3515,14.5945
"2015-07-24",0,15.6021
"2015-07-25",0.1723,15.6904
"2015-07-26",0,17.4807
"2015-07-27",3.0491,10.1923
"2015-07-28",0.4028,8.9933
"2015-07-29",0,12.4056
"2015-07-30",0,15.6461
"2015-07-31",0,17.4717
"2015-08-01",0,18.468
"2015-08-02",0.1796,19.8294
"2015-08-03",18.7213,12.2562
"2015-08-04",0.2316,15.0927
"2015-08-05",1.1438,14.8639
"2015-08-06",0,13.8114
"2015-08-07",3.291,12.6019
"2015-08-08",2.72,11.6404
"2015-08-09",0.69,13.3469
"2015-08-10",1.1158,16.017
"2015-08-11",2.1281,17.7514
"2015-08-12",0,17.0132
"2015-08-13",0,18.7333
"2015-08-14",0.3323,19.3353
"2015-08-15",0.0784,17.756
"2015-08-16",1.1692,16.3955
"2015-08-17",0.1555,14.9878
"2015-08-18",0,12.7735
"2015-08-19",0,13.2456
"2015-08-20",0,14.6394
"2015-08-21",0,16.4157
"2015-08-22",0,13.1591
"2015-08-23",0.2296,14.7627
"2015-08-24",0,19.084
"2015-08-25",0.0013,20.3177
"2015-08-26",4.7515,14.0596
"2015-08-27",4.1648,15.1617
"2015-08-28",0,16.8722
"2015-08-29",0,18.5364
"2015-08-30",0.6605,15.4165
"2015-08-31",0.3674,14.2974
"2015-09-01",0.0002,16.8262
"2015-09-02",0,17.4434
"2015-09-03",0,16.3007
"2015-09-04",1.0905,15.7747
"2015-09-05",2.7279,8.7022
"2015-09-06",1.2063,7.5237
"2015-09-07",0.2265,10.6277
"2015-09-08",0.1408,11.6035
"2015-09-09",0,14.0921
"2015-09-10",0,15.3372
"2015-09-11",0,16.4788
"2015-09-12",0,16.805
"2015-09-13",0,16.7561
"2015-09-14",5.1491,13.0812
"2015-09-15",14.8603,9.1158
"2015-09-16",29.9944,5.4289
"2015-09-17",5.7488,5.2535
"2015-09-18",0.8869,6.3765
"2015-09-19",0,8.1475
"2015-09-20",0,11.1087
"2015-09-21",0,14.0298
"2015-09-22",0,15.9428
"2015-09-23",0,15.584
"2015-09-24",0,16.337
"2015-09-25",0,17.4373
"2015-09-26",0,16.7763
"2015-09-27",0.0043,16.0912
"2015-09-28",0.816,14.0868
"2015-09-29",0,14.6375
"2015-09-30",0,15.573
"2015-10-01",3.4519,15.0867
"2015-10-02",6.4823,8.2507
"2015-10-03",6.1506,8.2153
"2015-10-04",1.1586,8.9489
"2015-10-05",0.437,10.2268
"2015-10-06",6.6018,9.0958
"2015-10-07",0.2013,9.598
"2015-10-08",0,10.8991
"2015-10-09",0.0498,11.3087
"2015-10-10",0,12.9329
"2015-10-11",0,9.2795
"2015-10-12",0,9.7734
"2015-10-13",0,11.8693
"2015-10-14",0,12.2282
"2015-10-15",0,12.4177
"2015-10-16",0.2227,11.775
"2015-10-17",1.5825,11.015
"2015-10-18",3.0964,10.6727
"2015-10-19",4.1283,6.1988
"2015-10-20",1.0526,5.2211
"2015-10-21",0.1023,5.408
"2015-10-22",0.6399,5.7909
"2015-10-23",0.3823,4.8604
"2015-10-24",0,6.4805
"2015-10-25",0,7.0966
"2015-10-26",0,5.5407
"2015-10-27",0.4401,1.6309
"2015-10-28",0,2.0246
"2015-10-29",2.3624,1.2424
"2015-10-30",1.2897,0.4498
"2015-10-31",1.4205,5.2302
"2015-11-01",4.6834,6.3484
"2015-11-02",0.3827,6.262
"2015-11-03",10.4758,2.9852
"2015-11-04",0.8955,-1.9511
"2015-11-05",2.3841,-3.5629
"2015-11-06",7.3492,-4.3271
"2015-11-07",0.3435,-2.3067
"2015-11-08",0.007,0.5453
"2015-11-09",7.8026,1.2377
"2015-11-10",1.4717,-2.7543
"2015-11-11",0,-3.887
"2015-11-12",0.0576,-2.71
"2015-11-13",0.1171,-0.6068
"2015-11-14",0.1957,3.3129
"2015-11-15",0.151,2.1778
"2015-11-16",0.0025,-3.5124
"2015-11-17",0.3842,-6.0937
"2015-11-18",0.3373,-2.6423
"2015-11-19",20.0175,-1.0029
"2015-11-20",12.1544,-5.1304
"2015-11-21",0.1375,-6.376
"2015-11-22",0.7224,-0.9252
"2015-11-23",0.5391,1.4885
"2015-11-24",0.1014,0.6197
"2015-11-25",5.7429,-2.5789
"2015-11-26",0.2468,-10.7334
"2015-11-27",0.9049,-11.5083
"2015-11-28",2.9523,-10.4826
"2015-11-29",0.7232,-11.2758
"2015-11-30",0,-10.7203
"2015-12-01",0.4778,-8.5352
"2015-12-02",2.1721,-5.4066
"2015-12-03",0.1543,-1.0017
"2015-12-04",0,-1.5712
"2015-12-05",0,-4.0451
"2015-12-06",0.596,-1.4762
"2015-12-07",11.3539,1.5807
"2015-12-08",0,3.0925
"2015-12-09",0.2579,3.8716
"2015-12-10",11.0006,1.6494
"2015-12-11",0.2526,-4.8119
"2015-12-12",0.3016,-5.2583
"2015-12-13",3.379,-3.2782
"2015-12-14",7.0708,-5.2164
"2015-12-15",1.382,-7.8397
"2015-12-16",9.2732,-8.2511
"2015-12-17",1.3491,-10.5603
"2015-12-18",3.9489,-2.0465
"2015-12-19",1.5202,-0.1992
"2015-12-20",9.3041,-3.0478
"2015-12-21",35.4157,-3.6921
"2015-12-22",14.9372,-4.7866
"2015-12-23",17.2583,-7.7853
"2015-12-24",5.9681,-8.2839
"2015-12-25",0,-10.9492
"2015-12-26",0,-12.3428
"2015-12-27",1.7328,-11.2862
"2015-12-28",0.5241,-10.485
"2015-12-29",0.7739,-11.8506
"2015-12-30",1.7831,-13.3803
"2015-12-31",0,-13.6672
"2016-01-01",0.0797,-14.5374
"2016-01-02",2.3845,-11.0612
"2016-01-03",0.6371,-3.9331
"2016-01-04",0.5281,-2.9839
"2016-01-05",2.4577,-2.9161
"2016-01-06",3.4833,-2.2559
"2016-01-07",0.0611,-4.5298
"2016-01-08",0,-7.2664
"2016-01-09",1.7678,-8.2406
"2016-01-10",0,-10.9496
"2016-01-11",0,-11.4289
"2016-01-12",0.0601,-8.58
"2016-01-13",0.6962,-3.9443
"2016-01-14",7.1569,-8.1414
"2016-01-15",8.6531,-7.4586
"2016-01-16",10.0743,-6.1713
"2016-01-17",4.4987,-3.1458
"2016-01-18",12.6331,-3.4645
"2016-01-19",3.6676,-6.0034
"2016-01-20",11.4706,-5.5955
"2016-01-21",0.3456,-6.5717
"2016-01-22",0.5038,-1.6402
"2016-01-23",4.6959,-2.0339
"2016-01-24",7.1382,-4.9207
"2016-01-25",1.051,-7.9613
"2016-01-26",0,-8.0718
"2016-01-27",0,-5.0951
"2016-01-28",6.8797,-1.3742
"2016-01-29",16.4749,-1.8565
"2016-01-30",16.108,-5.5908
"2016-01-31",0.5811,-7.8315
"2016-02-01",1.0767,-10.8611
"2016-02-02",0,-12.1003
"2016-02-03",1.4735,-10.7936
"2016-02-04",9.1132,-10.2011
"2016-02-05",1.1014,-5.6407
"2016-02-06",0.6511,-4.2052
"2016-02-07",0,-2.8029
"2016-02-08",0.1119,-1.4051
"2016-02-09",0,1.4383
"2016-02-10",0,1.3712
"2016-02-11",0.0917,2.295
"2016-02-12",0,3.8668
"2016-02-13",0.1418,0.3946
"2016-02-14",15.523,-0.9644
"2016-02-15",6.0775,1.5012
"2016-02-16",0,2.4464
"2016-02-17",1.4334,4.5448
"2016-02-18",15.986,0.4595
"2016-02-19",1.4808,-0.6818
"2016-02-20",6.3248,-3.0908
"2016-02-21",0.0917,-1.9057
"2016-02-22",2.1058,-5.5483
"2016-02-23",0,-4.9989
"2016-02-24",0.1114,-3.2833
"2016-02-25",0.1677,0.0413
"2016-02-26",0,2.456
"2016-02-27",0,2.2641
"2016-02-28",0.322,-0.1029
"2016-02-29",4.8591,-1.3931
"2016-03-01",1.3579,1.0221
"2016-03-02",0,1.7414
"2016-03-03",0,4.3236
"2016-03-04",0.1028,4.9193
"2016-03-05",0.1028,5.809
"2016-03-06",10.2688,0.791
"2016-03-07",0.3616,-1.9794
"2016-03-08",1.7567,-1.8933
"2016-03-09",10.9474,-0.9882
"2016-03-10",0.2039,4.4933
"2016-03-11",0.2618,6.5057
"2016-03-12",0.1649,4.5734
"2016-03-13",4.2582,2.6742
"2016-03-14",26.2329,-2.6703
"2016-03-15",13.3115,-5.2431
"2016-03-16",21.3272,-3.1712
"2016-03-17",8.2135,-2.6381
"2016-03-18",0.18,-4.1171
"2016-03-19",0.6975,-0.9757
"2016-03-20",0.8982,4.755
"2016-03-21",1.0854,6.0322
"2016-03-22",13.117,-0.2711
"2016-03-23",2.128,-0.9568
"2016-03-24",7.4045,0.3399
"2016-03-25",0,-2.7044
