,"(mm) Precipitation (gridMET),  ,2014-01-01 to 2024-11-25","(deg C) Mean Temperature (gridMET),  ,2014-01-01 to 2024-11-25"
"2014-10-21",1.5628,3.2118
"2014-10-22",0,1.9659
"2014-10-23",0.0755,6.2767
"2014-10-24",0,9.4277
"2014-10-25",4.4132,9.6053
"2014-10-26",1.986,2.2021
"2014-10-27",0.7609,-1.8111
"2014-10-28",0.1668,-0.0682
"2014-10-29",0.1346,3.4633
"2014-10-30",0.1127,7.0557
"2014-10-31",0.1212,8.5798
"2014-11-01",0.8732,5.7249
"2014-11-02",0.7105,-1.535
"2014-11-03",0,-3.1626
"2014-11-04",0.6438,-1.8163
"2014-11-05",0,2.608
"2014-11-06",0.1795,5.88
"2014-11-07",0,3.3566
"2014-11-08",0.5381,3.3447
"2014-11-09",0,4.8993
"2014-11-10",0,-1.248
"2014-11-11",0,-9.5122
"2014-11-12",0.1001,-15.7673
"2014-11-13",10.0769,-11.0675
"2014-11-14",46.6894,-3.3688
"2014-11-15",0,-12.9992
"2014-11-16",0,-14.2055
"2014-11-17",0.047,-10.7382
"2014-11-18",1.7282,-7.0203
"2014-11-19",0.7854,-2.5618
"2014-11-20",0.1002,-1.2167
"2014-11-21",0.1445,-0.7229
"2014-11-22",33.0661,-2.0518
"2014-11-23",20.4444,-5.5554
"2014-11-24",7.8288,-6.7038
"2014-11-25",21.3134,-2.9531
"2014-11-26",0.078,1.5263
"2014-11-27",0.0494,3.1352
"2014-11-28",0,5.1309
"2014-11-29",0.3331,1.8823
"2014-11-30",8.6273,-2.58
"2014-12-01",7.3254,-1.3092
"2014-12-02",0,0.854
"2014-12-03",2.5201,-0.6638
"2014-12-04",0,1.347
"2014-12-05",2.1292,1.778
"2014-12-06",0,1.7467
"2014-12-07",0,1.5916
"2014-12-08",0,1.6635
"2014-12-09",0,2.6962
"2014-12-10",0,3.6017
"2014-12-11",0.2035,2.8887
"2014-12-12",0.0804,4.1114
"2014-12-13",7.5118,-1.2468
"2014-12-14",0,-5.7051
"2014-12-15",0,-6.0254
"2014-12-16",0.1028,-4.35
"2014-12-17",0,-3.7206
"2014-12-18",0,-5.1401
"2014-12-19",4.9091,-3.3212
"2014-12-20",11.5123,-2.2415
"2014-12-21",52.75,-0.8197
"2014-12-22",13.87,-5.7478
"2014-12-23",0.2447,-8.671
"2014-12-24",4.7931,-5.3807
"2014-12-25",8.326,-6.6502
"2014-12-26",2.8556,-11.4264
"2014-12-27",0,-13.0652
"2014-12-28",12.178,-10.1122
"2014-12-29",1.5927,-14.888
"2014-12-30",0.1505,-20.4122
"2014-12-31",2.4549,-15.3849
"2015-01-01",1.8144,-9.5488
"2015-01-02",0,-8.2885
"2015-01-03",1.2808,-8.0622
"2015-01-04",1.0348,-5.0524
"2015-01-05",7.7795,-1.0111
"2015-01-06",0.3685,1.0976
"2015-01-07",0,2.7169
"2015-01-08",0,0.9195
"2015-01-09",0,-2.293
"2015-01-10",0.1942,-0.8055
"2015-01-11",4.7608,-0.9424
"2015-01-12",6.2724,-1.3432
"2015-01-13",0.8911,-5.3036
"2015-01-14",0,-9.4764
"2015-01-15",0,-7.1576
"2015-01-16",15.4075,-4.3474
"2015-01-17",2.0693,-3.7248
"2015-01-18",0.0085,1.0117
"2015-01-19",0,-0.5748
"2015-01-20",0,-4.8948
"2015-01-21",0,-6.8272
"2015-01-22",0,-7.4964
"2015-01-23",0,-5.6101
"2015-01-24",0,-5.1876
"2015-01-25",0,0.3314
"2015-01-26",0,4.7586
"2015-01-27",5.3335,2.428
"2015-01-28",7.9646,-1.3236
"2015-01-29",0.091,-2.0647
"2015-01-30",0.0201,-1.592
"2015-01-31",0,-2.629
"2015-02-01",1.1254,-4.2798
"2015-02-02",12.8642,-0.066
"2015-02-03",24.9791,1.5569
"2015-02-04",10.6913,0.5473
"2015-02-05",0,3.1991
"2015-02-06",0,4.6858
"2015-02-07",0.3897,4.3212
"2015-02-08",0.1447,3.4808
"2015-02-09",12.6486,1.6237
"2015-02-10",0.179,-2.1129
"2015-02-11",0,-0.4102
"2015-02-12",0.0404,2.1044
"2015-02-13",0,3.8466
"2015-02-14",0,4.2949
"2015-02-15",0,-0.8664
"2015-02-16",0,-4.4373
"2015-02-17",0,-5.6081
"2015-02-18",0,-0.3949
"2015-02-19",0,2.3154
"2015-02-20",2.4278,-1.6223
"2015-02-21",4.1428,-5.8381
"2015-02-22",2.6309,-12.2493
"2015-02-23",0.0839,-10.5344
"2015-02-24",0.061,-3.1548
"2015-02-25",0.0839,-2.7168
"2015-02-26",0.5285,-6.7518
"2015-02-27",1.0505,-6.7043
"2015-02-28",0.0536,-6.277
"2015-03-01",0,-5.2067
"2015-03-02",2.1393,-4.2485
"2015-03-03",8.4142,-6.7011
"2015-03-04",1.6261,-8.0784
"2015-03-05",0.1517,-5.0913
"2015-03-06",0.0418,-0.3284
"2015-03-07",0.1115,2.5477
"2015-03-08",0.039,1.9278
"2015-03-09",0,1.1156
"2015-03-10",0.0447,3.3079
"2015-03-11",0.1238,4.2876
"2015-03-12",1.0272,3.2508
"2015-03-13",0,4.4946
"2015-03-14",0.2379,4.2868
"2015-03-15",0,7.7532
"2015-03-16",0,8.5844
"2015-03-17",0,6.8873
"2015-03-18",0,2.5413
"2015-03-19",0,2.0479
"2015-03-20",0,4.8388
"2015-03-21",0,5.7358
"2015-03-22",0,3.6869
"2015-03-23",17.2804,0.117
"2015-03-24",24.7694,-2.7081
"2015-03-25",0.0667,-2.7137
"2015-03-26",0,1.7295
"2015-03-27",0,6.3964
"2015-03-28",0,5.437
"2015-03-29",0,3.6851
"2015-03-30",0,6.9575
"2015-03-31",0,7.4729
"2015-04-01",0,-0.7093
"2015-04-02",0,-3.3674
"2015-04-03",0,-2.8569
"2015-04-04",0,1.9263
"2015-04-05",0,4.3635
"2015-04-06",0,1.1094
"2015-04-07",1.0731,1.2521
"2015-04-08",4.5489,0.5166
"2015-04-09",0.1092,1.6424
"2015-04-10",0,3.1076
"2015-04-11",5.6019,4.5016
"2015-04-12",0.8727,0.1932
"2015-04-13",0.1747,4.523
"2015-04-14",4.3572,3.2942
"2015-04-15",11.1185,-4.2313
"2015-04-16",0.0539,1.4058
"2015-04-17",0.1915,4.3169
"2015-04-18",0,5.4613
"2015-04-19",0,4.782
"2015-04-20",0,5.5
"2015-04-21",0,7.0497
"2015-04-22",0.1955,8.3762
"2015-04-23",1.1437,5.4951
"2015-04-24",10.7013,4.6248
"2015-04-25",8.1208,1.7629
"2015-04-26",8.6229,0.7734
"2015-04-27",0,4.5811
"2015-04-28",0,7.5607
"2015-04-29",0,9.2734
"2015-04-30",0,6.9235
"2015-05-01",0,8.075
"2015-05-02",0,9.4775
"2015-05-03",0.2444,9.1909
"2015-05-04",1.3431,8.0985
"2015-05-05",0.1182,7.7177
"2015-05-06",8.6563,5.8492
"2015-05-07",18.0492,4.9649
"2015-05-08",3.6811,4.9972
"2015-05-09",19.7682,0.996
"2015-05-10",0,2.2498
"2015-05-11",0.0749,5.0251
"2015-05-12",0,8.7541
"2015-05-13",0,8.3516
"2015-05-14",2.9606,6.8367
"2015-05-15",6.0579,2.457
"2015-05-16",15.0008,0.3995
"2015-05-17",0,4.19
"2015-05-18",20.0133,5.5387
"2015-05-19",12.1178,3.1805
"2015-05-20",4.012,4.6073
"2015-05-21",3.513,6.2005
"2015-05-22",7.7178,5.7028
"2015-05-23",14.1747,4.7347
"2015-05-24",4.1253,5.3877
"2015-05-25",1.2884,7.0542
"2015-05-26",2.111,5.8217
"2015-05-27",7.2718,6.4832
"2015-05-28",5.9069,5.2677
"2015-05-29",0.3116,7.9607
"2015-05-30",0.0516,10.9027
"2015-05-31",0,13.9871
"2015-06-01",0,13.1589
"2015-06-02",0,10.9249
"2015-06-03",7.4515,10.6191
"2015-06-04",0,10.1432
"2015-06-05",0,10.3714
"2015-06-06",0,8.8942
"2015-06-07",0.0999,10.515
"2015-06-08",0,13.0686
"2015-06-09",0,14.2665
"2015-06-10",2.5683,13.1207
"2015-06-11",0,12.224
"2015-06-12",0,13.419
"2015-06-13",0.1492,12.5982
"2015-06-14",0,13.6698
"2015-06-15",0,14.6187
"2015-06-16",0,14.4451
"2015-06-17",0,15.0959
"2015-06-18",0,16.85
"2015-06-19",0,15.4619
"2015-06-20",0,14.0785
"2015-06-21",0,15.6694
"2015-06-22",0,14.2682
"2015-06-23",0,15.7323
"2015-06-24",0,16.9913
"2015-06-25",0,17.2398
"2015-06-26",0,17.4212
"2015-06-27",0,19.1678
"2015-06-28",0,20.0741
"2015-06-29",0,20.1065
"2015-06-30",0,19.8514
"2015-07-01",0,18.7462
"2015-07-02",0,18.6619
"2015-07-03",0,18.2401
"2015-07-04",0,19.286
"2015-07-05",6.2884,13.4627
"2015-07-06",1.9322,14.3126
"2015-07-07",5.5543,12.9744
"2015-07-08",7.7518,10.9803
"2015-07-09",0.9301,12.9424
"2015-07-10",1.1152,11.9913
"2015-07-11",0,12.7059
"2015-07-12",0,13.6187
"2015-07-13",0,14.0643
"2015-07-14",0,15.1322
"2015-07-15",0.0735,13.4239
"2015-07-16",0,14.2975
"2015-07-17",1.2514,12.2629
"2015-07-18",9.3725,10.1317
"2015-07-19",1.1575,10.947
"2015-07-20",1.6171,10.4628
"2015-07-21",0.191,13.0881
"2015-07-22",0.2969,13.8966
"2015-07-23",0.7125,13.3344
"2015-07-24",0,14.3426
"2015-07-25",0.3518,14.4865
"2015-07-26",0,16.1651
"2015-07-27",3.9236,9.0858
"2015-07-28",0.3373,7.5917
"2015-07-29",0,11.0466
"2015-07-30",0,14.314
"2015-07-31",0,16.1352
"2015-08-01",0,17.207
"2015-08-02",0,18.5793
"2015-08-03",19.7946,11.3881
"2015-08-04",0.1862,13.8586
"2015-08-05",2.0656,13.6594
"2015-08-06",0,12.453
"2015-08-07",2.8381,11.3627
"2015-08-08",3.1705,10.4509
"2015-08-09",0.5452,12.1062
"2015-08-10",0.9643,14.5783
"2015-08-11",0.7299,16.5799
"2015-08-12",0,15.9125
"2015-08-13",0,17.4233
"2015-08-14",0.3991,18.2163
"2015-08-15",0.1554,16.6297
"2015-08-16",1.5987,15.1791
"2015-08-17",0.3174,13.7137
"2015-08-18",0,11.4828
"2015-08-19",0,12.031
"2015-08-20",0,13.3934
"2015-08-21",0,15.1856
"2015-08-22",0,11.9079
"2015-08-23",0.1862,13.5675
"2015-08-24",0,17.9248
"2015-08-25",0,19.234
"2015-08-26",5.2786,13.0944
"2015-08-27",4.6041,13.9189
"2015-08-28",0,15.5852
"2015-08-29",0,17.371
"2015-08-30",1.3295,14.1294
"2015-08-31",0.3068,13.1289
"2015-09-01",0,15.8139
"2015-09-02",0,16.2437
"2015-09-03",0,15.2332
"2015-09-04",1.4417,14.6923
"2015-09-05",3.3763,7.62
"2015-09-06",0.513,6.4893
"2015-09-07",0.2441,9.5662
"2015-09-08",0,10.5648
"2015-09-09",0,13.1257
"2015-09-10",0,14.2949
"2015-09-11",0,15.5426
"2015-09-12",0,15.8698
"2015-09-13",0,15.8479
"2015-09-14",5.798,12.2489
"2015-09-15",16.1349,8.1618
"2015-09-16",34.986,4.5638
"2015-09-17",7.4249,4.3048
"2015-09-18",1.2759,5.4047
"2015-09-19",0,7.1036
"2015-09-20",0,10.1835
"2015-09-21",0,13.1017
"2015-09-22",0,14.9841
"2015-09-23",0,14.6539
"2015-09-24",0,15.4015
"2015-09-25",0,16.4725
"2015-09-26",0,15.768
"2015-09-27",0.0087,15.041
"2015-09-28",1.4906,13.1894
"2015-09-29",0,13.5795
"2015-09-30",0,14.5451
"2015-10-01",4.1689,14.076
"2015-10-02",6.7878,7.2637
"2015-10-03",6.6587,7.2116
"2015-10-04",1.7349,7.839
"2015-10-05",0,9.208
"2015-10-06",7.2537,7.9573
"2015-10-07",0.2462,8.5234
"2015-10-08",0,9.7868
"2015-10-09",0.0204,10.3884
"2015-10-10",0,11.8931
"2015-10-11",0,8.2872
"2015-10-12",0,8.6716
"2015-10-13",0,10.7714
"2015-10-14",0,11.1212
"2015-10-15",0,11.2982
"2015-10-16",0.4546,10.6497
"2015-10-17",1.5904,10.0831
"2015-10-18",3.2456,9.7102
"2015-10-19",4.8696,5.1848
"2015-10-20",1.041,4.1128
"2015-10-21",0.1245,4.3775
"2015-10-22",0.7171,4.7719
"2015-10-23",0.7751,3.8605
"2015-10-24",0,5.4585
"2015-10-25",0,6.1122
"2015-10-26",0,4.4277
"2015-10-27",0.4346,0.5706
"2015-10-28",0,1.0502
"2015-10-29",3.3138,0.306
"2015-10-30",1.8623,-0.6444
"2015-10-31",1.3561,4.2579
"2015-11-01",6.1203,5.2627
"2015-11-02",0.1087,5.2876
"2015-11-03",13.3544,2.1058
"2015-11-04",1.3545,-2.8162
"2015-11-05",2.8208,-4.5438
"2015-11-06",8.2889,-5.5236
"2015-11-07",0.4254,-3.3598
"2015-11-08",0,-0.5439
"2015-11-09",9.9083,0.3086
"2015-11-10",1.2792,-3.6253
"2015-11-11",0,-4.8204
"2015-11-12",0.0162,-3.9381
"2015-11-13",0.1409,-1.5213
"2015-11-14",0.3995,2.4731
"2015-11-15",0,1.2145
"2015-11-16",0,-4.4679
"2015-11-17",0.2162,-6.9705
"2015-11-18",0.346,-3.8164
"2015-11-19",23.9566,-1.9418
"2015-11-20",13.8272,-6.2487
"2015-11-21",0.1558,-7.6355
"2015-11-22",0.8996,-1.8102
"2015-11-23",0.9342,0.7184
"2015-11-24",0.1905,-0.3302
"2015-11-25",6.908,-3.5549
"2015-11-26",0.22,-11.8597
"2015-11-27",0.8214,-12.4948
"2015-11-28",2.7979,-11.1978
"2015-11-29",0.6766,-12.1954
"2015-11-30",0,-11.6951
"2015-12-01",0.4857,-9.2955
"2015-12-02",2.6044,-5.9332
"2015-12-03",0.0082,-1.6122
"2015-12-04",0,-2.2978
"2015-12-05",0,-4.947
"2015-12-06",0.5121,-2.2958
"2015-12-07",13.1937,0.893
"2015-12-08",0,2.2336
"2015-12-09",0.2114,3.0346
"2015-12-10",13.1455,0.6915
"2015-12-11",0.1058,-5.8014
"2015-12-12",0.4,-6.3672
"2015-12-13",3.0573,-4.1122
"2015-12-14",7.5975,-6.0567
"2015-12-15",1.3615,-8.6038
"2015-12-16",10.9496,-9.0775
"2015-12-17",1.7972,-11.5963
"2015-12-18",4.9356,-2.6431
"2015-12-19",1.6862,-0.9949
"2015-12-20",10.937,-4.0195
"2015-12-21",40.3405,-4.6436
"2015-12-22",16.5702,-5.7133
"2015-12-23",20.3104,-8.7481
"2015-12-24",8.5727,-9.3463
"2015-12-25",0,-11.4019
"2015-12-26",0,-12.653
"2015-12-27",1.8196,-11.7915
"2015-12-28",0.7199,-10.9541
"2015-12-29",1.0175,-12.6854
"2015-12-30",2.2502,-14.5012
"2015-12-31",0,-14.2046
"2016-01-01",0.1565,-14.9815
"2016-01-02",3.1284,-11.5123
"2016-01-03",0.2291,-4.2541
"2016-01-04",0,-3.5628
"2016-01-05",2.61,-3.6346
"2016-01-06",3.6045,-2.7571
"2016-01-07",0.0524,-5.2032
"2016-01-08",0,-8.1401
"2016-01-09",2.7312,-9.0286
"2016-01-10",0,-11.6842
"2016-01-11",0,-12.2462
"2016-01-12",0.1183,-8.9202
"2016-01-13",0.2583,-4.2739
"2016-01-14",8.4321,-9.0255
"2016-01-15",9.6482,-8.1391
"2016-01-16",10.1648,-6.8399
"2016-01-17",5.263,-3.9266
"2016-01-18",14.6359,-4.0865
"2016-01-19",3.5365,-6.7281
"2016-01-20",12.9182,-6.2069
"2016-01-21",0.4996,-7.0991
"2016-01-22",0.4236,-1.7642
"2016-01-23",4.9118,-2.7137
"2016-01-24",8.4679,-5.6462
"2016-01-25",1.3319,-8.4427
"2016-01-26",0,-8.5227
"2016-01-27",0,-5.0159
"2016-01-28",7.2368,-1.1867
"2016-01-29",15.86,-2.4509
"2016-01-30",17.121,-6.1932
"2016-01-31",1.1833,-8.3423
"2016-02-01",1.0029,-11.309
"2016-02-02",0,-12.393
"2016-02-03",1.8271,-11.313
"2016-02-04",9.4253,-10.7615
"2016-02-05",0.8745,-6.0602
"2016-02-06",1.2968,-4.3831
"2016-02-07",0,-3.1466
"2016-02-08",0.1301,-1.4608
"2016-02-09",0,1.9396
"2016-02-10",0,1.4585
"2016-02-11",0.1157,2.3188
"2016-02-12",0,3.9024
"2016-02-13",0,-0.1056
"2016-02-14",17.6534,-1.4383
"2016-02-15",6.2781,0.8911
"2016-02-16",0,1.5886
"2016-02-17",2.0037,3.7476
"2016-02-18",18.1135,-0.179
"2016-02-19",0.6457,-1.0932
"2016-02-20",7.1119,-3.8361
"2016-02-21",0.1157,-2.4933
"2016-02-22",3.084,-6.6288
"2016-02-23",0,-5.6217
"2016-02-24",0.1301,-3.9366
"2016-02-25",0,-0.4511
"2016-02-26",0,1.9399
"2016-02-27",0,1.5654
"2016-02-28",0.2948,-0.8699
"2016-02-29",7.7119,-2.2562
"2016-03-01",1.2753,0.1215
"2016-03-02",0,0.6328
"2016-03-03",0,3.273
"2016-03-04",0.1301,3.7523
"2016-03-05",0.1301,4.6139
"2016-03-06",11.0682,-0.0926
"2016-03-07",0.391,-2.9869
"2016-03-08",1.4486,-2.945
"2016-03-09",13.9586,-1.8585
"2016-03-10",0.2603,3.7513
"2016-03-11",0.2675,5.4566
"2016-03-12",0.3365,3.5934
"2016-03-13",4.5259,1.7652
"2016-03-14",30.4796,-3.5669
"2016-03-15",13.9317,-6.3006
"2016-03-16",24.2981,-4.1388
"2016-03-17",9.2479,-3.7468
"2016-03-18",0.3674,-5.3329
"2016-03-19",0.6515,-2.3337
"2016-03-20",0.868,3.4981
"2016-03-21",0.485,4.8236
"2016-03-22",17.7067,-1.1482
"2016-03-23",2.3344,-1.6438
"2016-03-24",9.9159,-0.7935
"2016-03-25",0,-3.7885
"2016-03-26",0.3674,-3.1015
"2016-03-27",1.8233,-0.8061
"2016-03-28",13.2503,-1.2152
