,"(mm) Precipitation (gridMET),  ,2014-01-01 to 2024-11-25","(deg C) Mean Temperature (gridMET),  ,2014-01-01 to 2024-11-25"
"2014-03-03",5.5425,2.706
"2014-03-04",6.6042,1.0858
"2014-03-05",0.5092,1.236
"2014-03-06",9.6887,2.0109
"2014-03-07",0.1151,0.3341
"2014-03-08",0,1.0215
"2014-03-09",0.2038,2.5595
"2014-03-10",9.5703,2.5466
"2014-03-11",2.7911,-2.83
"2014-03-12",0.1086,-1.1602
"2014-03-13",0.1082,0.0767
"2014-03-14",3.4562,0.7712
"2014-03-15",0,0.4986
"2014-03-16",0.243,2.7228
"2014-03-17",9.7233,-0.4234
"2014-03-18",0.7485,-5.1248
"2014-03-19",0.5294,-4.237
"2014-03-20",0.1082,1.2713
"2014-03-21",0,-2.0694
"2014-03-22",0,-1.3382
"2014-03-23",0,-0.6858
"2014-03-24",0.2457,1.5102
"2014-03-25",0.1082,4.6803
"2014-03-26",2.8025,0.7534
"2014-03-27",17.5848,-0.9927
"2014-03-28",2.9236,-0.3513
"2014-03-29",0.1776,2.1074
"2014-03-30",26.2,0.2211
"2014-03-31",1.794,-1.3279
"2014-04-01",12.2581,-2.0474
"2014-04-02",0.1485,-3.1072
"2014-04-03",0.2515,-1.6593
"2014-04-04",0,-0.2666
"2014-04-05",0.7894,0.7028
"2014-04-06",7.8442,0.3912
"2014-04-07",0.233,2.769
"2014-04-08",0.0223,6.42
"2014-04-09",0,8.193
"2014-04-10",0,6.5924
"2014-04-11",0,7.6167
"2014-04-12",0,5.6903
"2014-04-13",0.0123,-1.1966
"2014-04-14",0,-1.1818
"2014-04-15",0,3.4841
"2014-04-16",0,1.4638
"2014-04-17",0,4.3381
"2014-04-18",3.8236,5.5803
"2014-04-19",0,6.5842
"2014-04-20",0,6.5896
"2014-04-21",0.2623,7.1666
"2014-04-22",5.3901,5.9941
"2014-04-23",3.1103,-0.7068
"2014-04-24",0.0255,2.1172
"2014-04-25",8.7339,5.3307
"2014-04-26",15.8278,0.0588
"2014-04-27",4.8142,-0.4177
"2014-04-28",4.6639,-1.6023
"2014-04-29",0.0666,-0.2077
"2014-04-30",0,3.4802
"2014-05-01",0.0919,6.5851
"2014-05-02",0,8.9786
"2014-05-03",0,11.3756
"2014-05-04",0,10.0709
"2014-05-05",0,8.3372
"2014-05-06",2.992,6.1912
"2014-05-07",7.1406,2.8547
"2014-05-08",0.3275,3.2242
"2014-05-09",25.0753,3.5019
"2014-05-10",3.1546,2.9596
"2014-05-11",0.0417,2.591
"2014-05-12",1.1197,1.072
"2014-05-13",0,3.1417
"2014-05-14",0,6.0825
"2014-05-15",0,9.4932
"2014-05-16",0,11.4893
"2014-05-17",0,11.0921
"2014-05-18",0,9.2544
"2014-05-19",0,7.4782
"2014-05-20",0,9.3277
"2014-05-21",0,10.422
"2014-05-22",0,12.1571
"2014-05-23",0.0837,12.0659
"2014-05-24",3.9626,9.8288
"2014-05-25",0,11.1183
"2014-05-26",0,13.0606
"2014-05-27",0,14.5776
"2014-05-28",0,15.3775
"2014-05-29",0,11.2477
"2014-05-30",0,13.3597
"2014-05-31",0,13.347
"2014-06-01",0,9.6966
"2014-06-02",0.0765,12.777
"2014-06-03",0.0765,13.1204
"2014-06-04",0,11.9142
"2014-06-05",0,11.7842
"2014-06-06",0,13.0158
"2014-06-07",0,11.8444
"2014-06-08",0,10.3274
"2014-06-09",0,11.6752
"2014-06-10",0,14.0501
"2014-06-11",0,12.0661
"2014-06-12",0,14.5261
"2014-06-13",0,11.5416
"2014-06-14",0,5.9169
"2014-06-15",0,8.2665
"2014-06-16",7.0034,8.5581
"2014-06-17",9.4316,1.8391
"2014-06-18",0.7465,2.7675
"2014-06-19",0.2754,8.1273
"2014-06-20",0,13.6563
"2014-06-21",0,14.844
"2014-06-22",0,14.3564
"2014-06-23",0,14.4752
"2014-06-24",0,16.293
"2014-06-25",0.0009,16.4322
"2014-06-26",3.1535,12.2206
"2014-06-27",13.6292,8.7234
"2014-06-28",0,10.768
"2014-06-29",0,13.378
"2014-06-30",0,12.1217
"2014-07-01",0,13.7545
"2014-07-02",0,16.0752
"2014-07-03",0,18.6116
"2014-07-04",0,18.1365
"2014-07-05",0,19.062
"2014-07-06",0,19.6153
"2014-07-07",0,19.3199
"2014-07-08",0,18.4742
"2014-07-09",0,19.5064
"2014-07-10",0.2713,17.7824
"2014-07-11",0,15.1815
"2014-07-12",0,17.4259
"2014-07-13",0,18.7699
"2014-07-14",0,20.0038
"2014-07-15",0,18.3584
"2014-07-16",0,15.9731
"2014-07-17",0,16.5847
"2014-07-18",0,18.0981
"2014-07-19",0,17.8232
"2014-07-20",0,17.6456
"2014-07-21",0,17.2923
"2014-07-22",0,18.1646
"2014-07-23",0,20.6692
"2014-07-24",0,17.6508
"2014-07-25",0,16.8419
"2014-07-26",0,17.5116
"2014-07-27",0,19.5757
"2014-07-28",0.6264,18.083
"2014-07-29",21.2735,12.3596
"2014-07-30",2.7071,11.5324
"2014-07-31",0,13.8574
"2014-08-01",0,16.8925
"2014-08-02",0,17.8265
"2014-08-03",0.0649,17.9314
"2014-08-04",8.6538,15.4442
"2014-08-05",9.5602,13.9911
"2014-08-06",1.4338,13.8373
"2014-08-07",1.107,13.6767
"2014-08-08",1.5425,13.8241
"2014-08-09",0.3445,14.3816
"2014-08-10",0,16.1747
"2014-08-11",0,18.167
"2014-08-12",3.9259,16.2302
"2014-08-13",8.1836,14.6658
"2014-08-14",0.0834,15.5957
"2014-08-15",0.3026,16.3297
"2014-08-16",0,16.1999
"2014-08-17",0.0683,17.3353
"2014-08-18",0.0222,17.8781
"2014-08-19",0.1818,13.4267
"2014-08-20",13.4497,13.6921
"2014-08-21",6.2072,12.4702
"2014-08-22",27.5845,9.7311
"2014-08-23",4.5501,7.6854
"2014-08-24",0.6298,9.9452
"2014-08-25",8.1129,10.6741
"2014-08-26",2.5036,12.3757
"2014-08-27",0.3481,11.8364
"2014-08-28",0,13.6118
"2014-08-29",0,15.0159
"2014-08-30",0.3962,13.3267
"2014-08-31",3.2971,9.5344
"2014-09-01",0,10.6323
"2014-09-02",0,13.1103
"2014-09-03",0,13.132
"2014-09-04",0.4461,9.7123
"2014-09-05",0,12.323
"2014-09-06",0,14.3195
"2014-09-07",0.012,15.3246
"2014-09-08",1.1011,14.3164
"2014-09-09",2.8513,11.6218
"2014-09-10",0.0892,10.0171
"2014-09-11",0.0737,5.9435
"2014-09-12",0.6867,6.1696
"2014-09-13",0,12.1714
"2014-09-14",0,14.9256
"2014-09-15",0,15.9292
"2014-09-16",0,16.7162
"2014-09-17",0,17.9549
"2014-09-18",2.3507,16.1226
"2014-09-19",0.896,13.6466
"2014-09-20",0,14.5602
"2014-09-21",1.5508,10.307
"2014-09-22",1.0573,11.497
"2014-09-23",0,13.0148
"2014-09-24",0,15.9138
"2014-09-25",0,16.7404
"2014-09-26",1.7952,15.6748
"2014-09-27",45.554,8.3535
"2014-09-28",17.6761,6.6202
"2014-09-29",4.072,6.6298
"2014-09-30",19.6222,3.2534
"2014-10-01",0.8819,1.813
"2014-10-02",0.9981,3.4186
"2014-10-03",0,6.0912
"2014-10-04",1.0365,7.6286
"2014-10-05",0.0876,8.8661
"2014-10-06",0.0338,10.1152
"2014-10-07",0,10.8489
"2014-10-08",0,10.9584
"2014-10-09",0,10.6616
"2014-10-10",0.0308,9.6207
"2014-10-11",2.6818,6.9106
"2014-10-12",2.1722,2.6308
"2014-10-13",0,3.6942
"2014-10-14",0.1023,8.7237
"2014-10-15",0,8.323
"2014-10-16",0,5.4987
"2014-10-17",0,8.5362
"2014-10-18",0,9.7399
"2014-10-19",0,9.6268
"2014-10-20",0,10.8256
"2014-10-21",0.7817,4.2657
"2014-10-22",0,3.0497
"2014-10-23",0.0572,7.2494
"2014-10-24",0,10.3117
"2014-10-25",2.95,10.6984
"2014-10-26",1.3567,3.2722
"2014-10-27",0.7052,-0.7231
"2014-10-28",0.2562,0.9229
"2014-10-29",0.2913,4.4669
"2014-10-30",0.2032,8.0396
"2014-10-31",0.1255,9.505
"2014-11-01",0.697,6.6241
"2014-11-02",0.449,-0.5441
"2014-11-03",0,-2.1767
"2014-11-04",0.6704,-0.9446
"2014-11-05",0,3.5163
"2014-11-06",0.0894,6.5087
"2014-11-07",0,4.3928
"2014-11-08",0.3888,4.1364
"2014-11-09",0,5.7006
"2014-11-10",0,-0.3609
"2014-11-11",0.0095,-8.3901
"2014-11-12",0.106,-14.5841
"2014-11-13",8.8788,-10.1949
"2014-11-14",39.3885,-2.5197
"2014-11-15",0,-11.9188
"2014-11-16",0,-13.2685
"2014-11-17",0.1091,-9.8925
"2014-11-18",1.4799,-6.2414
"2014-11-19",0.5729,-1.7658
"2014-11-20",0.0499,-0.3756
"2014-11-21",0.2758,0.0999
"2014-11-22",27.3396,-1.149
"2014-11-23",16.7423,-4.6782
"2014-11-24",7.5731,-5.7339
"2014-11-25",16.8963,-2.1313
"2014-11-26",0.1079,2.3813
"2014-11-27",0.0263,3.8825
"2014-11-28",0,5.9786
"2014-11-29",0.3431,3.002
"2014-11-30",7.3744,-1.5905
"2014-12-01",5.9155,-0.4343
"2014-12-02",0,1.8277
"2014-12-03",1.9332,0.2862
"2014-12-04",0,2.1287
"2014-12-05",1.3339,2.6714
"2014-12-06",0,2.5731
"2014-12-07",0,2.5478
"2014-12-08",0,2.5551
"2014-12-09",0,3.5252
"2014-12-10",0,4.1674
"2014-12-11",0.1014,3.8207
"2014-12-12",0.0838,4.9489
"2014-12-13",6.2607,-0.4721
"2014-12-14",0,-4.8161
"2014-12-15",0,-5.0231
"2014-12-16",0.106,-3.3336
"2014-12-17",0.0116,-2.7827
"2014-12-18",0,-4.0536
"2014-12-19",3.8273,-2.4565
"2014-12-20",9.8115,-1.4663
"2014-12-21",49.3805,0.0632
"2014-12-22",10.4248,-4.8156
"2014-12-23",0.2404,-7.6767
"2014-12-24",4.3734,-4.5782
"2014-12-25",7.566,-5.8952
"2014-12-26",2.2932,-10.8835
"2014-12-27",0.0808,-12.2664
"2014-12-28",11.2183,-9.1415
"2014-12-29",2.0239,-14.0004
"2014-12-30",0.1741,-19.4679
"2014-12-31",2.2331,-14.8971
"2015-01-01",1.2954,-9.0998
"2015-01-02",0,-8.0333
"2015-01-03",0.6652,-7.3789
"2015-01-04",0.8256,-4.3063
"2015-01-05",6.1716,-0.2567
"2015-01-06",0.2132,1.639
"2015-01-07",0,3.2467
"2015-01-08",0,1.5454
"2015-01-09",0,-1.5816
"2015-01-10",0.3135,-0.393
"2015-01-11",3.1593,-0.2007
"2015-01-12",7.6652,-0.6756
"2015-01-13",1.1703,-4.638
"2015-01-14",0,-8.554
"2015-01-15",0,-6.4933
"2015-01-16",11.6103,-3.7577
"2015-01-17",1.0582,-3.151
"2015-01-18",0.2988,1.6428
"2015-01-19",0,-0.0714
"2015-01-20",0,-4.2538
"2015-01-21",0,-6.1266
"2015-01-22",0,-6.8699
"2015-01-23",0,-5.065
"2015-01-24",0,-4.6432
"2015-01-25",0,1.0667
"2015-01-26",0,5.2918
"2015-01-27",5.594,2.9668
"2015-01-28",6.8644,-0.4797
"2015-01-29",0.0955,-1.1298
"2015-01-30",0.01,-0.7262
"2015-01-31",0,-1.7662
"2015-02-01",0.9171,-3.3853
"2015-02-02",11.2574,0.6667
"2015-02-03",22.5396,2.2939
"2015-02-04",9.1148,1.2555
"2015-02-05",0,3.9734
"2015-02-06",0,5.6043
"2015-02-07",0.2183,5.1333
"2015-02-08",0.1428,4.192
"2015-02-09",10.3771,2.4529
"2015-02-10",0.2271,-1.1532
"2015-02-11",0.0519,0.3938
"2015-02-12",0.0276,2.8424
"2015-02-13",0,4.5663
"2015-02-14",0,5.0753
"2015-02-15",0,0.1291
"2015-02-16",0.007,-3.4083
"2015-02-17",0,-4.5674
"2015-02-18",0,0.2982
"2015-02-19",0,3.117
"2015-02-20",1.4621,-0.8076
"2015-02-21",3.0183,-5.1468
"2015-02-22",1.6851,-11.0999
"2015-02-23",0.0418,-9.6062
"2015-02-24",0.1288,-2.3002
"2015-02-25",0.0418,-1.6586
"2015-02-26",0.2662,-5.6482
"2015-02-27",0.6403,-5.6974
"2015-02-28",0.0279,-5.2204
"2015-03-01",0,-4.0911
"2015-03-02",3.1769,-3.1044
"2015-03-03",6.7081,-5.8774
"2015-03-04",1.5507,-7.204
"2015-03-05",0.3136,-4.3082
"2015-03-06",0.0294,0.5096
"2015-03-07",0.0809,3.4255
"2015-03-08",0.0265,2.8489
"2015-03-09",0,2.1407
"2015-03-10",0.033,4.0577
"2015-03-11",0.2458,5.2729
"2015-03-12",0.7387,4.1383
"2015-03-13",0,5.3897
"2015-03-14",0.1186,5.3112
"2015-03-15",0,8.6389
"2015-03-16",0,9.4841
"2015-03-17",0,7.805
"2015-03-18",0,3.5321
"2015-03-19",0,3.0832
"2015-03-20",0,5.7539
"2015-03-21",0,6.6801
"2015-03-22",0,4.7044
"2015-03-23",14.2268,0.7056
"2015-03-24",21.2943,-1.8465
"2015-03-25",0.1713,-1.7199
"2015-03-26",0,2.6622
"2015-03-27",0,7.244
"2015-03-28",0,6.3958
"2015-03-29",0,4.7086
"2015-03-30",0,7.8074
"2015-03-31",0,8.4733
"2015-04-01",0,0.2983
"2015-04-02",0,-2.2421
"2015-04-03",0,-1.8294
"2015-04-04",0,2.9641
"2015-04-05",0,5.4401
"2015-04-06",0,2.0525
"2015-04-07",0.6147,2.2897
"2015-04-08",3.4059,1.3342
"2015-04-09",0.1245,2.599
"2015-04-10",0,4.1473
"2015-04-11",3.7042,5.4845
"2015-04-12",0.6327,1.2084
"2015-04-13",0.0871,5.5182
"2015-04-14",4.1009,4.2559
"2015-04-15",10.4753,-3.5246
"2015-04-16",0.1984,2.0832
"2015-04-17",0.2484,5.12
"2015-04-18",0,6.502
"2015-04-19",0,5.8227
"2015-04-20",0,6.503
"2015-04-21",0,8.0991
"2015-04-22",0.0974,9.3627
"2015-04-23",0.7328,6.4784
"2015-04-24",11.6791,5.5381
"2015-04-25",9.3277,2.6884
"2015-04-26",7.2757,1.6733
"2015-04-27",0.1263,5.2803
"2015-04-28",0,8.4318
"2015-04-29",0,10.3596
"2015-04-30",0,8.1359
"2015-05-01",0,9.2013
"2015-05-02",0.0484,10.7609
"2015-05-03",0.3155,10.3862
"2015-05-04",0.8576,9.2979
"2015-05-05",0.6582,8.8119
"2015-05-06",8.6801,6.7951
"2015-05-07",17.8798,6.0427
"2015-05-08",3.0465,6.0107
"2015-05-09",17.5439,1.9291
"2015-05-10",0,3.3904
"2015-05-11",0.1576,6.1668
"2015-05-12",0,9.9515
"2015-05-13",0,9.4959
"2015-05-14",1.7198,7.958
"2015-05-15",5.5327,3.269
"2015-05-16",17.1879,1.2099
"2015-05-17",0.2116,5.1589
"2015-05-18",16.8869,6.632
"2015-05-19",12.3187,4.2527
"2015-05-20",3.9706,5.8615
"2015-05-21",4.2453,7.2336
"2015-05-22",7.8131,6.8352
"2015-05-23",14.3717,5.7169
"2015-05-24",3.5985,6.3537
"2015-05-25",1.2725,8.036
"2015-05-26",2.0209,6.8014
"2015-05-27",6.6626,7.5339
"2015-05-28",4.857,6.4182
"2015-05-29",0.4516,9.1453
"2015-05-30",0.0546,12.133
"2015-05-31",0,15.2323
"2015-06-01",0,14.3127
"2015-06-02",0,12.0897
"2015-06-03",5.4431,11.7829
"2015-06-04",0,11.2442
"2015-06-05",0.0154,11.5888
"2015-06-06",0,10.1471
"2015-06-07",0.0498,11.6293
"2015-06-08",0,14.169
"2015-06-09",0,15.4435
"2015-06-10",4.6066,14.1763
"2015-06-11",0.061,13.1612
"2015-06-12",0.0556,14.4803
"2015-06-13",0.0744,13.835
"2015-06-14",0,14.9319
"2015-06-15",0,15.7925
"2015-06-16",0,15.6056
"2015-06-17",0,16.3112
"2015-06-18",0,18.0562
"2015-06-19",0,16.6687
"2015-06-20",0,15.3324
"2015-06-21",0,16.8608
"2015-06-22",0,15.5161
"2015-06-23",0,16.9329
"2015-06-24",0,18.2289
"2015-06-25",0,18.5002
"2015-06-26",0,18.6319
"2015-06-27",0,20.461
"2015-06-28",0,21.335
"2015-06-29",0,21.3843
"2015-06-30",0,21.0179
"2015-07-01",0,19.8609
"2015-07-02",0,19.7933
"2015-07-03",0,19.4762
"2015-07-04",0.0396,20.4439
"2015-07-05",4.5051,14.6855
"2015-07-06",1.809,15.4763
"2015-07-07",3.8971,14.2312
"2015-07-08",7.3874,12.0783
"2015-07-09",1.0332,13.9787
"2015-07-10",0.7687,13.0526
"2015-07-11",0,13.995
"2015-07-12",0,14.8998
"2015-07-13",0,15.2141
"2015-07-14",0.0251,16.2915
"2015-07-15",0.0366,14.6284
"2015-07-16",0,15.5919
"2015-07-17",1.3411,13.2916
"2015-07-18",7.057,11.2635
"2015-07-19",1.2562,12.1945
"2015-07-20",1.5437,11.5887
"2015-07-21",0.4526,14.2076
"2015-07-22",0.4876,15.0091
"2015-07-23",0.3576,14.4899
"2015-07-24",0,15.4969
"2015-07-25",0.1754,15.5943
"2015-07-26",0,17.3926
"2015-07-27",3.0567,10.1278
"2015-07-28",0.4098,8.8915
"2015-07-29",0,12.3056
"2015-07-30",0,15.5561
"2015-07-31",0,17.3821
"2015-08-01",0,18.3865
"2015-08-02",0.1828,19.7479
"2015-08-03",18.8056,12.1809
"2015-08-04",0.2357,14.986
"2015-08-05",1.1638,14.7709
"2015-08-06",0,13.7088
"2015-08-07",3.286,12.4905
"2015-08-08",2.7655,11.5436
"2015-08-09",0.7021,13.2436
"2015-08-10",1.1353,15.9118
"2015-08-11",2.0933,17.6431
"2015-08-12",0,16.9155
"2015-08-13",0,18.6316
"2015-08-14",0.3306,19.2277
"2015-08-15",0.0798,17.6613
"2015-08-16",1.1897,16.3159
"2015-08-17",0.1582,14.9067
"2015-08-18",0,12.6864
"2015-08-19",0,13.1562
"2015-08-20",0,14.5537
"2015-08-21",0,16.333
"2015-08-22",0,13.093
"2015-08-23",0.2336,14.6828
"2015-08-24",0,19.0171
"2015-08-25",0,20.2526
"2015-08-26",4.7964,13.9896
"2015-08-27",4.2332,15.0653
"2015-08-28",0,16.7814
"2015-08-29",0,18.4607
"2015-08-30",0.672,15.3326
"2015-08-31",0.3738,14.2184
"2015-09-01",0.0002,16.7562
"2015-09-02",0,17.3302
"2015-09-03",0,16.2289
"2015-09-04",1.0953,15.7049
"2015-09-05",2.7736,8.6411
"2015-09-06",1.2274,7.452
"2015-09-07",0.2305,10.563
"2015-09-08",0.1433,11.5389
"2015-09-09",0,14.0306
"2015-09-10",0,15.2703
"2015-09-11",0,16.4268
"2015-09-12",0,16.7504
"2015-09-13",0,16.7059
"2015-09-14",5.1674,12.9867
"2015-09-15",14.8396,9.0185
"2015-09-16",30.1467,5.3703
"2015-09-17",5.8081,5.1751
"2015-09-18",0.9024,6.3043
"2015-09-19",0,8.0771
"2015-09-20",0,11.0447
"2015-09-21",0,13.9668
"2015-09-22",0,15.8919
"2015-09-23",0,15.536
"2015-09-24",0,16.2908
"2015-09-25",0,17.3878
"2015-09-26",0,16.709
"2015-09-27",0.0043,16.0239
"2015-09-28",0.8303,14.0261
"2015-09-29",0,14.5769
"2015-09-30",0,15.5124
"2015-10-01",3.4573,15.004
"2015-10-02",6.5229,8.164
"2015-10-03",6.1855,8.1325
"2015-10-04",1.1599,8.8573
"2015-10-05",0.4305,10.1506
"2015-10-06",6.7093,9.0175
"2015-10-07",0.2048,9.5196
"2015-10-08",0,10.8286
"2015-10-09",0.0507,11.2623
"2015-10-10",0,12.8775
"2015-10-11",0,9.2269
"2015-10-12",0,9.7151
"2015-10-13",0,11.8116
"2015-10-14",0,12.1688
"2015-10-15",0,12.3605
"2015-10-16",0.2266,11.7122
"2015-10-17",1.5635,10.9581
"2015-10-18",3.0927,10.5948
"2015-10-19",4.1619,6.1091
"2015-10-20",1.071,5.1484
"2015-10-21",0.1041,5.3306
"2015-10-22",0.6385,5.7296
"2015-10-23",0.389,4.795
"2015-10-24",0,6.4166
"2015-10-25",0,7.0477
"2015-10-26",0,5.4713
"2015-10-27",0.4478,1.5633
"2015-10-28",0,1.9683
"2015-10-29",2.3919,1.1727
"2015-10-30",1.3019,0.3647
"2015-10-31",1.4436,5.1416
"2015-11-01",4.7184,6.258
"2015-11-02",0.3732,6.2209
"2015-11-03",10.5915,2.9204
"2015-11-04",0.9112,-2.0206
"2015-11-05",2.4257,-3.66
"2015-11-06",7.4748,-4.4138
"2015-11-07",0.337,-2.363
"2015-11-08",0.0051,0.4921
"2015-11-09",7.8243,1.1719
"2015-11-10",1.4806,-2.825
"2015-11-11",0,-3.9818
"2015-11-12",0.0586,-2.7879
"2015-11-13",0.1192,-0.6573
"2015-11-14",0.1991,3.2974
"2015-11-15",0.1536,2.1297
"2015-11-16",0.0025,-3.5532
"2015-11-17",0.3909,-6.1691
"2015-11-18",0.3432,-2.7391
"2015-11-19",20.3141,-1.0932
"2015-11-20",12.3639,-5.2009
"2015-11-21",0.1399,-6.4455
"2015-11-22",0.7351,-0.9431
"2015-11-23",0.5485,1.4894
"2015-11-24",0.1032,0.6058
"2015-11-25",5.7393,-2.6554
"2015-11-26",0.2511,-10.8387
"2015-11-27",0.9005,-11.6009
"2015-11-28",2.9883,-10.5051
"2015-11-29",0.7141,-11.308
"2015-11-30",0,-10.7533
"2015-12-01",0.4862,-8.5214
"2015-12-02",2.2101,-5.3706
"2015-12-03",0.157,-0.9496
"2015-12-04",0,-1.5724
"2015-12-05",0,-4.0604
"2015-12-06",0.6064,-1.4787
"2015-12-07",11.4949,1.5852
"2015-12-08",0,3.0575
"2015-12-09",0.2624,3.8507
"2015-12-10",11.1018,1.5978
"2015-12-11",0.2533,-4.8595
"2015-12-12",0.3069,-5.3322
"2015-12-13",3.3444,-3.3316
"2015-12-14",7.0488,-5.2594
"2015-12-15",1.406,-7.8865
"2015-12-16",9.409,-8.2916
"2015-12-17",1.3727,-10.6057
"2015-12-18",4.0179,-2.0331
"2015-12-19",1.5259,-0.1947
"2015-12-20",9.4117,-3.0977
"2015-12-21",35.6891,-3.7608
"2015-12-22",15.1143,-4.8327
"2015-12-23",17.5241,-7.8528
"2015-12-24",6.0725,-8.3598
"2015-12-25",0,-10.9602
"2015-12-26",0,-12.3351
"2015-12-27",1.7632,-11.2575
"2015-12-28",0.5333,-10.4694
"2015-12-29",0.7814,-11.876
"2015-12-30",1.8037,-13.4158
"2015-12-31",0,-13.629
"2016-01-01",0.0811,-14.5094
"2016-01-02",2.4263,-11.0195
"2016-01-03",0.6482,-3.8839
"2016-01-04",0.5374,-2.926
"2016-01-05",2.4736,-2.9266
"2016-01-06",3.4855,-2.2707
"2016-01-07",0.0622,-4.5937
"2016-01-08",0,-7.3487
"2016-01-09",1.7987,-8.3353
"2016-01-10",0,-11.0375
"2016-01-11",0,-11.4723
"2016-01-12",0.0612,-8.5628
"2016-01-13",0.7023,-3.863
"2016-01-14",7.2392,-8.2126
"2016-01-15",8.7732,-7.5179
"2016-01-16",10.2054,-6.2329
"2016-01-17",4.5541,-3.2133
"2016-01-18",12.805,-3.5098
"2016-01-19",3.6523,-6.1069
"2016-01-20",11.662,-5.6326
"2016-01-21",0.3516,-6.5823
"2016-01-22",0.5126,-1.575
"2016-01-23",4.7333,-2.0049
"2016-01-24",7.2331,-4.9873
"2016-01-25",1.0693,-8.0184
"2016-01-26",0,-8.0916
"2016-01-27",0,-5.0319
"2016-01-28",6.9507,-1.2788
"2016-01-29",16.494,-1.8936
"2016-01-30",16.307,-5.6433
"2016-01-31",0.5913,-7.8772
"2016-02-01",1.0954,-10.8779
"2016-02-02",0,-12.1132
"2016-02-03",1.4989,-10.8365
"2016-02-04",9.2144,-10.2669
"2016-02-05",1.1207,-5.6723
"2016-02-06",0.6597,-4.2132
"2016-02-07",0,-2.7893
"2016-02-08",0.1134,-1.3222
"2016-02-09",0,1.5866
"2016-02-10",0,1.5088
"2016-02-11",0.0933,2.3836
"2016-02-12",0,3.9766
"2016-02-13",0.1181,0.4396
"2016-02-14",15.7108,-0.9887
"2016-02-15",6.1768,1.4317
"2016-02-16",0,2.4037
"2016-02-17",1.4488,4.5399
"2016-02-18",16.1394,0.3983
"2016-02-19",1.4098,-0.7375
"2016-02-20",6.3899,-3.1548
"2016-02-21",0.0933,-1.9412
"2016-02-22",2.1426,-5.6481
"2016-02-23",0,-5.0524
"2016-02-24",0.1134,-3.3215
"2016-02-25",0.1706,0.03
"2016-02-26",0,2.4493
"2016-02-27",0,2.2157
"2016-02-28",0.3277,-0.1747
"2016-02-29",4.9441,-1.4795
"2016-03-01",1.3817,0.9339
"2016-03-02",0,1.6604
"2016-03-03",0,4.2557
"2016-03-04",0.1046,4.8365
"2016-03-05",0.1046,5.7313
"2016-03-06",10.228,0.6958
"2016-03-07",0.368,-2.0657
"2016-03-08",1.7245,-1.992
"2016-03-09",11.1195,-1.0858
"2016-03-10",0.2075,4.4117
"2016-03-11",0.2663,6.4465
"2016-03-12",0.1677,4.4867
"2016-03-13",4.2456,2.5845
"2016-03-14",26.5946,-2.7702
"2016-03-15",13.47,-5.3421
"2016-03-16",21.6356,-3.2755
"2016-03-17",8.3469,-2.7227
"2016-03-18",0.1831,-4.223
"2016-03-19",0.7097,-1.0666
"2016-03-20",0.9139,4.6822
"2016-03-21",1.0083,5.9608
"2016-03-22",13.2969,-0.3469
"2016-03-23",2.1652,-1.0462
"2016-03-24",7.5281,0.2461
