,"(mm) Precipitation (gridMET),  ,2014-01-01 to 2024-11-25","(deg C) Mean Temperature (gridMET),  ,2014-01-01 to 2024-11-25"
"2014-03-27",17.7776,-1.068
"2014-03-28",3.1194,-0.4732
"2014-03-29",0.1898,1.9522
"2014-03-30",26.6325,0.1359
"2014-03-31",1.7007,-1.4078
"2014-04-01",12.4053,-2.0936
"2014-04-02",0.1438,-3.1935
"2014-04-03",0.2689,-1.7314
"2014-04-04",0,-0.3735
"2014-04-05",0.8429,0.617
"2014-04-06",7.9946,0.2884
"2014-04-07",0.2491,2.6538
"2014-04-08",0.0238,6.3196
"2014-04-09",0,8.0695
"2014-04-10",0,6.4797
"2014-04-11",0,7.4835
"2014-04-12",0,5.6245
"2014-04-13",0.0132,-1.297
"2014-04-14",0,-1.2949
"2014-04-15",0,3.3705
"2014-04-16",0,1.3579
"2014-04-17",0,4.2199
"2014-04-18",3.9226,5.499
"2014-04-19",0,6.4741
"2014-04-20",0,6.4854
"2014-04-21",0.2804,7.0393
"2014-04-22",5.183,5.8979
"2014-04-23",3.31,-0.8017
"2014-04-24",0.0273,1.9886
"2014-04-25",8.4942,5.262
"2014-04-26",15.8916,0.02
"2014-04-27",4.9219,-0.5119
"2014-04-28",4.7679,-1.6862
"2014-04-29",0.0711,-0.3123
"2014-04-30",0,3.3768
"2014-05-01",0.0982,6.4682
"2014-05-02",0,8.8444
"2014-05-03",0,11.2198
"2014-05-04",0,9.9252
"2014-05-05",0,8.2349
"2014-05-06",2.9124,6.1087
"2014-05-07",7.2555,2.8112
"2014-05-08",0.0834,3.1058
"2014-05-09",25.164,3.4134
"2014-05-10",3.2552,2.8791
"2014-05-11",0.0446,2.5046
"2014-05-12",1.1205,0.9847
"2014-05-13",0,3.0387
"2014-05-14",0,5.9634
"2014-05-15",0,9.3663
"2014-05-16",0,11.372
"2014-05-17",0,10.9488
"2014-05-18",0,9.1239
"2014-05-19",0,7.3629
"2014-05-20",0,9.19
"2014-05-21",0,10.3278
"2014-05-22",0,12.0311
"2014-05-23",0.0894,11.977
"2014-05-24",4.1292,9.7268
"2014-05-25",0,10.9945
"2014-05-26",0,12.9187
"2014-05-27",0,14.4157
"2014-05-28",0,15.2433
"2014-05-29",0,11.1481
"2014-05-30",0,13.2284
"2014-05-31",0,13.2105
"2014-06-01",0,9.5656
"2014-06-02",0.0817,12.637
"2014-06-03",0.0817,12.974
"2014-06-04",0,11.7618
"2014-06-05",0,11.6241
"2014-06-06",0,12.8682
"2014-06-07",0,11.687
"2014-06-08",0,10.1957
"2014-06-09",0,11.5308
"2014-06-10",0,13.9043
"2014-06-11",0,11.93
"2014-06-12",0,14.3675
"2014-06-13",0,11.4281
"2014-06-14",0,5.7984
"2014-06-15",0,8.108
"2014-06-16",6.6251,8.4483
"2014-06-17",9.4942,1.757
"2014-06-18",0.798,2.6586
"2014-06-19",0.2941,8.0025
"2014-06-20",0,13.5082
"2014-06-21",0,14.7067
"2014-06-22",0,14.2158
"2014-06-23",0,14.3249
"2014-06-24",0,16.1564
"2014-06-25",0,16.2964
"2014-06-26",3.1283,12.1159
"2014-06-27",13.829,8.5798
"2014-06-28",0,10.6108
"2014-06-29",0,13.2287
"2014-06-30",0,11.994
"2014-07-01",0,13.6232
"2014-07-02",0,15.9189
"2014-07-03",0,18.4715
"2014-07-04",0,17.9903
"2014-07-05",0,18.917
"2014-07-06",0,19.4818
"2014-07-07",0,19.1639
"2014-07-08",0,18.3365
"2014-07-09",0,19.3847
"2014-07-10",0.0257,17.6644
"2014-07-11",0,15.069
"2014-07-12",0,17.2775
"2014-07-13",0,18.6181
"2014-07-14",0,19.8659
"2014-07-15",0,18.2208
"2014-07-16",0,15.838
"2014-07-17",0,16.4512
"2014-07-18",0,17.9633
"2014-07-19",0,17.684
"2014-07-20",0,17.5124
"2014-07-21",0,17.1582
"2014-07-22",0,18.0335
"2014-07-23",0,20.534
"2014-07-24",0,17.5246
"2014-07-25",0,16.7113
"2014-07-26",0,17.3778
"2014-07-27",0,19.4402
"2014-07-28",0.4596,17.9627
"2014-07-29",21.2778,12.2299
"2014-07-30",2.892,11.3674
"2014-07-31",0,13.6964
"2014-08-01",0,16.7633
"2014-08-02",0,17.6969
"2014-08-03",0.0027,17.8102
"2014-08-04",8.6842,15.3425
"2014-08-05",9.8584,13.869
"2014-08-06",1.1997,13.7043
"2014-08-07",1.1833,13.5735
"2014-08-08",1.6489,13.6873
"2014-08-09",0.3683,14.2383
"2014-08-10",0,16.0244
"2014-08-11",0,18.0253
"2014-08-12",3.9877,16.1168
"2014-08-13",8.2995,14.516
"2014-08-14",0.0891,15.4648
"2014-08-15",0.3235,16.2054
"2014-08-16",0,16.0536
"2014-08-17",0.073,17.188
"2014-08-18",0.0238,17.7301
"2014-08-19",0.1944,13.3131
"2014-08-20",13.5429,13.5651
"2014-08-21",6.4129,12.3407
"2014-08-22",27.4784,9.637
"2014-08-23",4.4611,7.5671
"2014-08-24",0.4579,9.8305
"2014-08-25",8.0877,10.5446
"2014-08-26",2.5078,12.2525
"2014-08-27",0.3021,11.7314
"2014-08-28",0,13.4879
"2014-08-29",0,14.8811
"2014-08-30",0.3612,13.1837
"2014-08-31",3.5245,9.3938
"2014-09-01",0,10.49
"2014-09-02",0,12.98
"2014-09-03",0,13.01
"2014-09-04",0.4769,9.5865
"2014-09-05",0,12.2078
"2014-09-06",0,14.1714
"2014-09-07",0.0129,15.1782
"2014-09-08",0.9011,14.1907
"2014-09-09",2.8031,11.5163
"2014-09-10",0.0953,9.892
"2014-09-11",0.0788,5.8046
"2014-09-12",0.7341,6.035
"2014-09-13",0,12.0455
"2014-09-14",0,14.7798
"2014-09-15",0,15.8098
"2014-09-16",0,16.5938
"2014-09-17",0,17.8408
"2014-09-18",2.2755,15.9893
"2014-09-19",0.9579,13.5241
"2014-09-20",0,14.4359
"2014-09-21",1.5238,10.1863
"2014-09-22",1.1062,11.3583
"2014-09-23",0,12.8645
"2014-09-24",0,15.7965
"2014-09-25",0,16.6371
"2014-09-26",1.2668,15.5541
"2014-09-27",46.2766,8.2706
"2014-09-28",18.1043,6.4983
"2014-09-29",4.1,6.5164
"2014-09-30",19.7101,3.1266
"2014-10-01",0.9064,1.6882
"2014-10-02",1.067,3.2848
"2014-10-03",0,5.9584
"2014-10-04",1.108,7.5024
"2014-10-05",0.0937,8.7315
"2014-10-06",0.0361,9.9953
"2014-10-07",0,10.706
"2014-10-08",0,10.8147
"2014-10-09",0,10.5253
"2014-10-10",0.0329,9.4974
"2014-10-11",2.7523,6.7596
"2014-10-12",2.322,2.4947
"2014-10-13",0,3.5702
"2014-10-14",0.1094,8.63
"2014-10-15",0,8.196
"2014-10-16",0,5.3859
"2014-10-17",0,8.4523
"2014-10-18",0,9.6404
"2014-10-19",0,9.5345
"2014-10-20",0,10.7253
"2014-10-21",0.8356,4.146
"2014-10-22",0,2.914
"2014-10-23",0.0611,7.1327
"2014-10-24",0,10.2063
"2014-10-25",2.9699,10.575
"2014-10-26",1.4502,3.1706
"2014-10-27",0.7538,-0.8417
"2014-10-28",0.2739,0.808
"2014-10-29",0.3114,4.339
"2014-10-30",0.2172,7.9482
"2014-10-31",0.1341,9.4101
"2014-11-01",0.6396,6.5255
"2014-11-02",0.3974,-0.6338
"2014-11-03",0,-2.2761
"2014-11-04",0.7166,-1.0348
"2014-11-05",0,3.4288
"2014-11-06",0.0956,6.4672
"2014-11-07",0,4.2748
"2014-11-08",0.4156,4.0634
"2014-11-09",0,5.6106
"2014-11-10",0,-0.4241
"2014-11-11",0.0102,-8.4961
"2014-11-12",0.1134,-14.7344
"2014-11-13",9.0424,-10.3151
"2014-11-14",40.1773,-2.6125
"2014-11-15",0,-12.0351
"2014-11-16",0,-13.3732
"2014-11-17",0.1166,-9.995
"2014-11-18",1.582,-6.3305
"2014-11-19",0.6124,-1.846
"2014-11-20",0.0534,-0.4574
"2014-11-21",0.2948,0.0038
"2014-11-22",27.6534,-1.2527
"2014-11-23",17.3314,-4.7752
"2014-11-24",7.8277,-5.8621
"2014-11-25",17.4545,-2.2454
"2014-11-26",0.1154,2.2871
"2014-11-27",0.0281,3.799
"2014-11-28",0,5.9132
"2014-11-29",0.3667,2.8829
"2014-11-30",7.4578,-1.6688
"2014-12-01",6.1059,-0.5183
"2014-12-02",0,1.7302
"2014-12-03",2.0472,0.1744
"2014-12-04",0,2.0415
"2014-12-05",1.4259,2.5863
"2014-12-06",0,2.4679
"2014-12-07",0,2.4532
"2014-12-08",0,2.4766
"2014-12-09",0,3.4608
"2014-12-10",0,4.1309
"2014-12-11",0.1084,3.7345
"2014-12-12",0.0452,4.8542
"2014-12-13",6.3177,-0.5248
"2014-12-14",0,-4.893
"2014-12-15",0,-5.1328
"2014-12-16",0.1133,-3.4365
"2014-12-17",0.0124,-2.8851
"2014-12-18",0,-4.174
"2014-12-19",3.9503,-2.558
"2014-12-20",9.8059,-1.5497
"2014-12-21",49.679,-0.0554
"2014-12-22",10.7016,-4.9255
"2014-12-23",0.257,-7.8051
"2014-12-24",4.2022,-4.6777
"2014-12-25",7.5563,-5.9452
"2014-12-26",2.4513,-10.9464
"2014-12-27",0.0864,-12.3495
"2014-12-28",11.4397,-9.2587
"2014-12-29",2.1258,-14.1162
"2014-12-30",0.1861,-19.6122
"2014-12-31",2.3455,-14.9548
"2015-01-01",1.3847,-9.1286
"2015-01-02",0,-8.0606
"2015-01-03",0.7111,-7.4608
"2015-01-04",0.8825,-4.3808
"2015-01-05",6.5037,-0.3182
"2015-01-06",0.2279,1.5763
"2015-01-07",0,3.197
"2015-01-08",0,1.4759
"2015-01-09",0,-1.6729
"2015-01-10",0.2519,-0.4329
"2015-01-11",3.2069,-0.2693
"2015-01-12",7.0556,-0.7305
"2015-01-13",1.251,-4.739
"2015-01-14",0,-8.6837
"2015-01-15",0,-6.5772
"2015-01-16",12.065,-3.8308
"2015-01-17",1.1312,-3.2202
"2015-01-18",0.2675,1.5706
"2015-01-19",0,-0.1428
"2015-01-20",0,-4.3374
"2015-01-21",0,-6.2196
"2015-01-22",0,-6.9647
"2015-01-23",0,-5.1491
"2015-01-24",0,-4.7165
"2015-01-25",0,0.9932
"2015-01-26",0,5.2498
"2015-01-27",5.5511,2.9309
"2015-01-28",7.0226,-0.5775
"2015-01-29",0.1021,-1.2338
"2015-01-30",0.0107,-0.8285
"2015-01-31",0,-1.8496
"2015-02-01",0.9798,-3.481
"2015-02-02",11.501,0.58
"2015-02-03",22.7658,2.1996
"2015-02-04",9.2684,1.1548
"2015-02-05",0,3.8773
"2015-02-06",0,5.4821
"2015-02-07",0.2254,5.0189
"2015-02-08",0.1527,4.1067
"2015-02-09",10.5144,2.3443
"2015-02-10",0.2427,-1.2698
"2015-02-11",0.0555,0.3034
"2015-02-12",0.0295,2.7642
"2015-02-13",0,4.4927
"2015-02-14",0,5.0046
"2015-02-15",0,0.0167
"2015-02-16",0.0074,-3.5304
"2015-02-17",0,-4.6876
"2015-02-18",0,0.2094
"2015-02-19",0,3.0214
"2015-02-20",1.5608,-0.9281
"2015-02-21",3.0588,-5.2199
"2015-02-22",1.8013,-11.2735
"2015-02-23",0.0447,-9.759
"2015-02-24",0.1377,-2.3843
"2015-02-25",0.0447,-1.7917
"2015-02-26",0.2845,-5.7619
"2015-02-27",0.6845,-5.8117
"2015-02-28",0.0298,-5.3279
"2015-03-01",0,-4.2019
"2015-03-02",2.8523,-3.2008
"2015-03-03",6.8646,-5.9481
"2015-03-04",1.6576,-7.3005
"2015-03-05",0.3353,-4.3993
"2015-03-06",0.0314,0.4256
"2015-03-07",0.0865,3.3267
"2015-03-08",0.0283,2.7498
"2015-03-09",0,2.0366
"2015-03-10",0.0353,3.9779
"2015-03-11",0.1486,5.1778
"2015-03-12",0.7896,4.0669
"2015-03-13",0,5.3084
"2015-03-14",0.1267,5.2022
"2015-03-15",0,8.5399
"2015-03-16",0,9.3946
"2015-03-17",0,7.7096
"2015-03-18",0,3.4398
"2015-03-19",0,2.9794
"2015-03-20",0,5.66
"2015-03-21",0,6.5928
"2015-03-22",0,4.5945
"2015-03-23",14.3648,0.6301
"2015-03-24",21.7506,-1.9322
"2015-03-25",0.1831,-1.8372
"2015-03-26",0,2.5572
"2015-03-27",0,7.1566
"2015-03-28",0,6.3191
"2015-03-29",0,4.603
"2015-03-30",0,7.7124
"2015-03-31",0,8.3766
"2015-04-01",0,0.2077
"2015-04-02",0,-2.3293
"2015-04-03",0,-1.9218
"2015-04-04",0,2.8558
"2015-04-05",0,5.3362
"2015-04-06",0,1.9964
"2015-04-07",0.6571,2.178
"2015-04-08",3.2759,1.2931
"2015-04-09",0.1322,2.5215
"2015-04-10",0,4.0451
"2015-04-11",3.9597,5.3856
"2015-04-12",0.6764,1.11
"2015-04-13",0.0931,5.4082
"2015-04-14",3.8757,4.157
"2015-04-15",10.3486,-3.5578
"2015-04-16",0.212,2.0399
"2015-04-17",0.2656,5.0432
"2015-04-18",0,6.3894
"2015-04-19",0,5.729
"2015-04-20",0,6.3973
"2015-04-21",0,7.98
"2015-04-22",0.1041,9.2602
"2015-04-23",0.6532,6.3758
"2015-04-24",11.3016,5.4547
"2015-04-25",9.2705,2.592
"2015-04-26",7.4341,1.6152
"2015-04-27",0.135,5.2181
"2015-04-28",0,8.3531
"2015-04-29",0,10.23
"2015-04-30",0,8.016
"2015-05-01",0,9.0754
"2015-05-02",0.0517,10.5938
"2015-05-03",0.2867,10.2582
"2015-05-04",0.9162,9.1502
"2015-05-05",0.6258,8.7054
"2015-05-06",8.2581,6.7308
"2015-05-07",17.8305,5.9497
"2015-05-08",3.1227,5.9146
"2015-05-09",17.973,1.8352
"2015-05-10",0,3.2675
"2015-05-11",0.1685,6.0421
"2015-05-12",0,9.8097
"2015-05-13",0,9.3804
"2015-05-14",1.7462,7.8362
"2015-05-15",5.4749,3.2076
"2015-05-16",16.7853,1.1209
"2015-05-17",0.214,5.0512
"2015-05-18",17.1633,6.5101
"2015-05-19",12.2615,4.1386
"2015-05-20",3.9145,5.7186
"2015-05-21",4.1048,7.0921
"2015-05-22",7.6356,6.7162
"2015-05-23",14.5576,5.6273
"2015-05-24",3.643,6.238
"2015-05-25",1.24,7.9407
"2015-05-26",1.9078,6.7093
"2015-05-27",6.7118,7.4182
"2015-05-28",4.8901,6.2938
"2015-05-29",0.4827,9.0074
"2015-05-30",0.0584,11.992
"2015-05-31",0,15.0888
"2015-06-01",0,14.1951
"2015-06-02",0,11.9729
"2015-06-03",5.5646,11.6582
"2015-06-04",0,11.1431
"2015-06-05",0.0165,11.4787
"2015-06-06",0,10.0239
"2015-06-07",0.0532,11.5238
"2015-06-08",0,14.0631
"2015-06-09",0,15.3135
"2015-06-10",4.232,14.0599
"2015-06-11",0.0438,13.0518
"2015-06-12",0.0594,14.3646
"2015-06-13",0.0795,13.6843
"2015-06-14",0,14.7927
"2015-06-15",0,15.6556
"2015-06-16",0,15.4771
"2015-06-17",0,16.1728
"2015-06-18",0,17.9181
"2015-06-19",0,16.5285
"2015-06-20",0,15.1988
"2015-06-21",0,16.7192
"2015-06-22",0,15.3653
"2015-06-23",0,16.7857
"2015-06-24",0,18.0788
"2015-06-25",0,18.3466
"2015-06-26",0,18.4884
"2015-06-27",0,20.3101
"2015-06-28",0,21.1732
"2015-06-29",0,21.2336
"2015-06-30",0,20.9008
"2015-07-01",0,19.7435
"2015-07-02",0,19.6617
"2015-07-03",0,19.3315
"2015-07-04",0.0067,20.3081
"2015-07-05",4.5414,14.5517
"2015-07-06",1.8466,15.3471
"2015-07-07",4.0538,14.0904
"2015-07-08",7.3072,11.986
"2015-07-09",1.0255,13.8791
"2015-07-10",0.815,12.9328
"2015-07-11",0,13.8499
"2015-07-12",0,14.7682
"2015-07-13",0,15.0911
"2015-07-14",0.0007,16.17
"2015-07-15",0.0392,14.5094
"2015-07-16",0,15.4546
"2015-07-17",1.3166,13.2101
"2015-07-18",7.4064,11.1422
"2015-07-19",1.2989,12.0529
"2015-07-20",1.5336,11.445
"2015-07-21",0.4736,14.092
"2015-07-22",0.4626,14.8901
"2015-07-23",0.3823,14.3645
"2015-07-24",0,15.3736
"2015-07-25",0.1874,15.4709
"2015-07-26",0,17.2596
"2015-07-27",3.0649,10.0536
"2015-07-28",0.4381,8.765
"2015-07-29",0,12.1753
"2015-07-30",0,15.4201
"2015-07-31",0,17.2262
"2015-08-01",0,18.2498
"2015-08-02",0.1954,19.6216
"2015-08-03",18.6656,12.1093
"2015-08-04",0.2519,14.8555
"2015-08-05",1.2376,14.6439
"2015-08-06",0,13.5642
"2015-08-07",3.1914,12.3547
"2015-08-08",2.795,11.4202
"2015-08-09",0.7505,13.1092
"2015-08-10",1.1875,15.7515
"2015-08-11",1.832,17.5051
"2015-08-12",0,16.7984
"2015-08-13",0,18.5031
"2015-08-14",0.3174,19.102
"2015-08-15",0.0853,17.5351
"2015-08-16",1.2718,16.1865
"2015-08-17",0.1691,14.7694
"2015-08-18",0,12.5491
"2015-08-19",0,13.0278
"2015-08-20",0,14.4099
"2015-08-21",0,16.1882
"2015-08-22",0,12.984
"2015-08-23",0.2497,14.5539
"2015-08-24",0,18.9117
"2015-08-25",0,20.149
"2015-08-26",4.7911,13.92
"2015-08-27",4.3129,14.9331
"2015-08-28",0,16.6394
"2015-08-29",0,18.341
"2015-08-30",0.7184,15.2011
"2015-08-31",0.3996,14.0795
"2015-09-01",0.0002,16.6257
"2015-09-02",0,17.1759
"2015-09-03",0,16.1038
"2015-09-04",1.1182,15.5847
"2015-09-05",2.8675,8.5421
"2015-09-06",1.2732,7.3482
"2015-09-07",0.2464,10.4467
"2015-09-08",0.1532,11.4211
"2015-09-09",0,13.9143
"2015-09-10",0,15.1437
"2015-09-11",0,16.3322
"2015-09-12",0,16.6437
"2015-09-13",0,16.6165
"2015-09-14",5.2028,12.8858
"2015-09-15",14.8207,8.9098
"2015-09-16",30.4619,5.3255
"2015-09-17",5.9749,5.07
"2015-09-18",0.9647,6.2147
"2015-09-19",0,7.9725
"2015-09-20",0,10.9393
"2015-09-21",0,13.8553
"2015-09-22",0,15.7982
"2015-09-23",0,15.4474
"2015-09-24",0,16.207
"2015-09-25",0,17.294
"2015-09-26",0,16.5813
"2015-09-27",0.0046,15.9067
"2015-09-28",0.8875,13.939
"2015-09-29",0,14.4662
"2015-09-30",0,15.4079
"2015-10-01",3.4738,14.8909
"2015-10-02",6.5588,8.0654
"2015-10-03",6.2059,8.0215
"2015-10-04",1.1506,8.7207
"2015-10-05",0.3955,10.0347
"2015-10-06",6.8528,8.8892
"2015-10-07",0.219,9.3999
"2015-10-08",0,10.7081
"2015-10-09",0.0542,11.1795
"2015-10-10",0,12.7615
"2015-10-11",0,9.1214
"2015-10-12",0,9.5991
"2015-10-13",0,11.6864
"2015-10-14",0,12.0424
"2015-10-15",0,12.2397
"2015-10-16",0.2422,11.5862
"2015-10-17",1.5104,10.859
"2015-10-18",3.1069,10.4971
"2015-10-19",4.2286,5.9888
"2015-10-20",1.1035,5.0325
"2015-10-21",0.1112,5.2085
"2015-10-22",0.6371,5.6326
"2015-10-23",0.4158,4.6873
"2015-10-24",0,6.3157
"2015-10-25",0,6.9552
"2015-10-26",0,5.3386
"2015-10-27",0.4787,1.4453
"2015-10-28",0,1.8809
"2015-10-29",2.4521,1.0719
"2015-10-30",1.3182,0.2487
"2015-10-31",1.4663,5.0317
"2015-11-01",4.8059,6.1509
"2015-11-02",0.3431,6.1439
"2015-11-03",10.8403,2.8419
"2015-11-04",0.9671,-2.091
"2015-11-05",2.4741,-3.7605
"2015-11-06",7.6915,-4.5538
"2015-11-07",0.2693,-2.478
"2015-11-08",0,0.3791
"2015-11-09",7.8711,1.077
"2015-11-10",1.442,-2.8946
"2015-11-11",0,-4.091
"2015-11-12",0.0626,-2.913
"2015-11-13",0.1274,-0.7524
"2015-11-14",0.2129,3.2355
"2015-11-15",0.1642,2.0458
"2015-11-16",0.0027,-3.6143
"2015-11-17",0.4061,-6.2681
"2015-11-18",0.3669,-2.8618
"2015-11-19",20.7319,-1.2109
"2015-11-20",12.7326,-5.3259
"2015-11-21",0.1482,-6.5792
"2015-11-22",0.7749,-1.0282
"2015-11-23",0.5864,1.4431
"2015-11-24",0.1103,0.5322
"2015-11-25",5.7556,-2.7578
"2015-11-26",0.2684,-10.9699
"2015-11-27",0.881,-11.7061
"2015-11-28",2.9908,-10.5621
"2015-11-29",0.6836,-11.3967
"2015-11-30",0,-10.8552
"2015-12-01",0.5114,-8.5701
"2015-12-02",2.2827,-5.3712
"2015-12-03",0.1678,-0.9144
"2015-12-04",0,-1.6349
"2015-12-05",0,-4.1531
"2015-12-06",0.6336,-1.5743
"2015-12-07",11.6536,1.5367
"2015-12-08",0,2.9445
"2015-12-09",0.2805,3.7807
"2015-12-10",11.2526,1.5099
"2015-12-11",0.2391,-4.9661
"2015-12-12",0.3092,-5.4666
"2015-12-13",3.1525,-3.4362
"2015-12-14",6.8617,-5.3234
"2015-12-15",1.4024,-7.9701
"2015-12-16",9.5464,-8.3614
"2015-12-17",1.4186,-10.7363
"2015-12-18",4.1518,-2.0679
"2015-12-19",1.5294,-0.271
"2015-12-20",9.527,-3.1739
"2015-12-21",35.76,-3.8747
"2015-12-22",15.0945,-4.9156
"2015-12-23",17.8588,-7.9585
"2015-12-24",6.4285,-8.494
"2015-12-25",0,-11.021
"2015-12-26",0,-12.3769
"2015-12-27",1.8085,-11.2806
"2015-12-28",0.5699,-10.4917
"2015-12-29",0.7957,-11.9479
"2015-12-30",1.8507,-13.5264
"2015-12-31",0,-13.6551
"2016-01-01",0.0867,-14.5306
"2016-01-02",2.5445,-11.043
"2016-01-03",0.6674,-3.8809
"2016-01-04",0.5247,-2.9437
"2016-01-05",2.4761,-2.9932
"2016-01-06",3.4486,-2.2995
"2016-01-07",0.0665,-4.6838
"2016-01-08",0,-7.4561
"2016-01-09",1.9023,-8.4446
"2016-01-10",0,-11.151
"2016-01-11",0,-11.5957
"2016-01-12",0.0654,-8.5985
"2016-01-13",0.6529,-3.8641
"2016-01-14",7.3408,-8.3256
"2016-01-15",8.8279,-7.6017
"2016-01-16",10.1745,-6.3167
"2016-01-17",4.6212,-3.3203
"2016-01-18",12.9413,-3.5816
"2016-01-19",3.5687,-6.2311
"2016-01-20",11.8063,-5.692
"2016-01-21",0.3759,-6.637
"2016-01-22",0.5275,-1.5841
"2016-01-23",4.7008,-2.0675
"2016-01-24",7.3136,-5.0648
"2016-01-25",1.1431,-8.1279
"2016-01-26",0,-8.165
"2016-01-27",0,-5.0177
"2016-01-28",6.9554,-1.233
"2016-01-29",16.2426,-1.9646
"2016-01-30",16.3241,-5.7148
"2016-01-31",0.6321,-7.9394
"2016-02-01",1.0699,-10.9105
"2016-02-02",0,-12.1816
"2016-02-03",1.5255,-10.9097
"2016-02-04",9.1747,-10.3561
"2016-02-05",1.1792,-5.7211
"2016-02-06",0.691,-4.244
"2016-02-07",0,-2.825
"2016-02-08",0.1212,-1.2923
"2016-02-09",0,1.6953
"2016-02-10",0,1.5919
"2016-02-11",0.0998,2.4541
"2016-02-12",0,4.0467
"2016-02-13",0.0562,0.4104
"2016-02-14",15.7892,-1.0446
"2016-02-15",6.1844,1.3401
"2016-02-16",0,2.2995
"2016-02-17",1.4838,4.4611
"2016-02-18",16.1915,0.3163
"2016-02-19",1.1075,-0.8258
"2016-02-20",6.4386,-3.2643
"2016-02-21",0.0998,-2.0076
"2016-02-22",2.2825,-5.794
"2016-02-23",0,-5.1301
"2016-02-24",0.1212,-3.4108
"2016-02-25",0.1824,-0.0176
"2016-02-26",0,2.3959
"2016-02-27",0,2.1403
"2016-02-28",0.326,-0.2687
"2016-02-29",5.2792,-1.585
"2016-03-01",1.429,0.8242
"2016-03-02",0,1.5544
"2016-03-03",0,4.1455
"2016-03-04",0.1118,4.7111
"2016-03-05",0.1118,5.6041
"2016-03-06",10.0509,0.6061
"2016-03-07",0.3933,-2.1572
"2016-03-08",1.6157,-2.1077
"2016-03-09",11.4388,-1.1836
"2016-03-10",0.2218,4.3194
"2016-03-11",0.2545,6.3497
"2016-03-12",0.1793,4.3808
"2016-03-13",4.1536,2.4875
"2016-03-14",27.0395,-2.8632
"2016-03-15",13.5762,-5.4414
"2016-03-16",21.9913,-3.3735
"2016-03-17",8.5245,-2.797
"2016-03-18",0.1958,-4.3378
"2016-03-19",0.7586,-1.1967
"2016-03-20",0.9765,4.5676
"2016-03-21",0.7477,5.8424
"2016-03-22",13.6913,-0.4254
"2016-03-23",2.2767,-1.1195
"2016-03-24",7.8171,0.1404
"2016-03-25",0,-2.8847
"2016-03-26",0.1958,-2.1978
