,"(mm) Precipitation (gridMET),  ,2014-01-01 to 2024-11-25","(deg C) Mean Temperature (gridMET),  ,2014-01-01 to 2024-11-25"
"2014-03-23",0,-1.3852
"2014-03-24",0.3356,0.8293
"2014-03-25",0.1479,4.0299
"2014-03-26",1.855,0.173
"2014-03-27",18.946,-1.4981
"2014-03-28",3.4572,-1.0196
"2014-03-29",0.2445,1.3174
"2014-03-30",29.5088,-0.2801
"2014-03-31",1.4977,-2.0011
"2014-04-01",12.9831,-2.5615
"2014-04-02",0.1852,-3.7585
"2014-04-03",0.3447,-2.2113
"2014-04-04",0,-0.9641
"2014-04-05",0.8237,0.0506
"2014-04-06",8.6046,-0.2177
"2014-04-07",0.3187,2.0841
"2014-04-08",0.0306,5.8654
"2014-04-09",0,7.5205
"2014-04-10",0,5.9342
"2014-04-11",0,6.9433
"2014-04-12",0,5.1565
"2014-04-13",0.017,-1.8437
"2014-04-14",0,-1.8258
"2014-04-15",0,2.8492
"2014-04-16",0,0.772
"2014-04-17",0,3.6671
"2014-04-18",4.7038,4.9536
"2014-04-19",0,5.9664
"2014-04-20",0,5.8843
"2014-04-21",0.3595,6.4552
"2014-04-22",5.7515,5.4238
"2014-04-23",4.1157,-1.3215
"2014-04-24",0.0352,1.3583
"2014-04-25",8.2107,4.8319
"2014-04-26",15.8942,-0.3415
"2014-04-27",5.7318,-1.0356
"2014-04-28",5.6174,-2.2126
"2014-04-29",0.0909,-0.8499
"2014-04-30",0,2.8107
"2014-05-01",0.0094,5.9319
"2014-05-02",0,8.2523
"2014-05-03",0,10.6176
"2014-05-04",0,9.309
"2014-05-05",0,7.6553
"2014-05-06",2.1653,5.6221
"2014-05-07",7.8623,2.3182
"2014-05-08",0.024,2.4758
"2014-05-09",25.1898,2.872
"2014-05-10",3.9631,2.3415
"2014-05-11",0.0575,1.9751
"2014-05-12",1.387,0.4487
"2014-05-13",0,2.4538
"2014-05-14",0,5.4066
"2014-05-15",0,8.8033
"2014-05-16",0,10.8022
"2014-05-17",0,10.3251
"2014-05-18",0,8.4724
"2014-05-19",0,6.7705
"2014-05-20",0,8.6142
"2014-05-21",0,9.7917
"2014-05-22",0,11.4109
"2014-05-23",0.1152,11.433
"2014-05-24",5.1709,9.2365
"2014-05-25",0,10.4636
"2014-05-26",0,12.3159
"2014-05-27",0,13.748
"2014-05-28",0,14.6113
"2014-05-29",0,10.6183
"2014-05-30",0,12.6057
"2014-05-31",0,12.5477
"2014-06-01",0,8.9359
"2014-06-02",0.1044,11.9517
"2014-06-03",0.1044,12.3158
"2014-06-04",0,11.0657
"2014-06-05",0,10.9468
"2014-06-06",0,12.1987
"2014-06-07",0,11.0107
"2014-06-08",0,9.5567
"2014-06-09",0,10.9415
"2014-06-10",0,13.2265
"2014-06-11",0,11.3155
"2014-06-12",0,13.6812
"2014-06-13",0,10.8183
"2014-06-14",0,5.2466
"2014-06-15",0,7.4655
"2014-06-16",6.2449,7.8288
"2014-06-17",9.7608,1.2728
"2014-06-18",1.0252,2.0588
"2014-06-19",0.3757,7.4605
"2014-06-20",0,12.8708
"2014-06-21",0,14.0983
"2014-06-22",0,13.5904
"2014-06-23",0,13.6379
"2014-06-24",0,15.5328
"2014-06-25",0,15.679
"2014-06-26",2.9057,11.558
"2014-06-27",14.4936,7.8883
"2014-06-28",0,9.9508
"2014-06-29",0,12.5958
"2014-06-30",0,11.4175
"2014-07-01",0,13.0359
"2014-07-02",0,15.2824
"2014-07-03",0,17.8682
"2014-07-04",0,17.3725
"2014-07-05",0,18.2719
"2014-07-06",0,18.897
"2014-07-07",0,18.5138
"2014-07-08",0,17.7503
"2014-07-09",0,18.7525
"2014-07-10",0,17.149
"2014-07-11",0,14.5046
"2014-07-12",0,16.6719
"2014-07-13",0,17.996
"2014-07-14",0,19.2473
"2014-07-15",0,17.6203
"2014-07-16",0,15.212
"2014-07-17",0,15.8763
"2014-07-18",0,17.3701
"2014-07-19",0,17.0737
"2014-07-20",0,16.9181
"2014-07-21",0,16.5372
"2014-07-22",0,17.4606
"2014-07-23",0,19.9279
"2014-07-24",0,16.9468
"2014-07-25",0,16.1118
"2014-07-26",0,16.7667
"2014-07-27",0,18.8302
"2014-07-28",0.0366,17.4494
"2014-07-29",21.9241,11.6738
"2014-07-30",2.7089,10.7938
"2014-07-31",0,13.0492
"2014-08-01",0,16.1652
"2014-08-02",0,17.1249
"2014-08-03",0,17.2247
"2014-08-04",8.1975,14.8368
"2014-08-05",10.4128,13.3112
"2014-08-06",0.4761,13.1192
"2014-08-07",1.506,13.0712
"2014-08-08",2.1239,13.0878
"2014-08-09",0.0945,13.6446
"2014-08-10",0,15.4059
"2014-08-11",0,17.4432
"2014-08-12",4.1885,15.5816
"2014-08-13",9.3932,13.8813
"2014-08-14",0.1148,14.8849
"2014-08-15",0.4167,15.6447
"2014-08-16",0,15.462
"2014-08-17",0.094,16.5691
"2014-08-18",0.0306,17.1451
"2014-08-19",0.1271,12.77
"2014-08-20",13.5419,12.97
"2014-08-21",7.559,11.7818
"2014-08-22",26.145,9.0639
"2014-08-23",4.849,6.9903
"2014-08-24",0.5564,9.3377
"2014-08-25",7.8223,9.9296
"2014-08-26",2.3929,11.7288
"2014-08-27",0.3508,11.2435
"2014-08-28",0,12.9524
"2014-08-29",0,14.333
"2014-08-30",0.4585,12.5512
"2014-08-31",4.5357,8.8684
"2014-09-01",0,9.9487
"2014-09-02",0,12.4387
"2014-09-03",0,12.4639
"2014-09-04",0.612,9.0812
"2014-09-05",0,11.6902
"2014-09-06",0,13.6332
"2014-09-07",0.0166,14.5913
"2014-09-08",1.0273,13.7102
"2014-09-09",2.2282,11.0364
"2014-09-10",0.1228,9.3753
"2014-09-11",0.1007,5.2195
"2014-09-12",0.9364,5.5127
"2014-09-13",0,11.5837
"2014-09-14",0,14.2007
"2014-09-15",0,15.3275
"2014-09-16",0,16.0769
"2014-09-17",0,17.3576
"2014-09-18",2.7793,15.4699
"2014-09-19",1.2338,12.9788
"2014-09-20",0,13.9088
"2014-09-21",1.398,9.6918
"2014-09-22",0.9912,10.8288
"2014-09-23",0,12.2886
"2014-09-24",0,15.278
"2014-09-25",0,16.1735
"2014-09-26",0.7458,15.0482
"2014-09-27",47.7258,7.8656
"2014-09-28",19.2428,5.98
"2014-09-29",4.203,6.0037
"2014-09-30",20.3877,2.598
"2014-10-01",1.1675,1.2085
"2014-10-02",1.023,2.7641
"2014-10-03",0,5.4023
"2014-10-04",1.0949,6.9805
"2014-10-05",0.1198,8.1866
"2014-10-06",0.0465,9.5021
"2014-10-07",0,10.1819
"2014-10-08",0,10.2889
"2014-10-09",0,9.9333
"2014-10-10",0.0424,8.9997
"2014-10-11",3.506,6.2101
"2014-10-12",2.9893,1.936
"2014-10-13",0,3.0997
"2014-10-14",0.1409,8.207
"2014-10-15",0,7.6617
"2014-10-16",0,4.8737
"2014-10-17",0,7.9923
"2014-10-18",0,9.1638
"2014-10-19",0,9.0785
"2014-10-20",0,10.2433
"2014-10-21",1.0763,3.6173
"2014-10-22",0,2.3704
"2014-10-23",0.0787,6.6305
"2014-10-24",0,9.7653
"2014-10-25",3.5729,10.0049
"2014-10-26",1.8622,2.6
"2014-10-27",0.9664,-1.398
"2014-10-28",0.35,0.3161
"2014-10-29",0.2162,3.8353
"2014-10-30",0.1656,7.4721
"2014-10-31",0.0914,8.9483
"2014-11-01",0.703,6.0527
"2014-11-02",0.4966,-1.1488
"2014-11-03",0,-2.7395
"2014-11-04",0.9172,-1.4438
"2014-11-05",0,2.9895
"2014-11-06",0.1232,6.2023
"2014-11-07",0,3.7724
"2014-11-08",0.5334,3.7164
"2014-11-09",0,5.2061
"2014-11-10",0,-0.8541
"2014-11-11",0.0131,-9.0412
"2014-11-12",0.1449,-15.3646
"2014-11-13",9.7878,-10.7512
"2014-11-14",44.7129,-3.0591
"2014-11-15",0,-12.5436
"2014-11-16",0,-13.7972
"2014-11-17",0.0668,-10.3866
"2014-11-18",1.5825,-6.7002
"2014-11-19",0.6659,-2.2525
"2014-11-20",0.0688,-0.8746
"2014-11-21",0.2344,-0.3921
"2014-11-22",30.1208,-1.7344
"2014-11-23",19.9961,-5.2461
"2014-11-24",8.4303,-6.3744
"2014-11-25",19.8584,-2.6679
"2014-11-26",0.1481,1.7979
"2014-11-27",0.0362,3.3994
"2014-11-28",0,5.4434
"2014-11-29",0.3446,2.3107
"2014-11-30",8.0933,-2.1663
"2014-12-01",7.0509,-0.9466
"2014-12-02",0,1.252
"2014-12-03",2.2064,-0.2941
"2014-12-04",0,1.6237
"2014-12-05",1.826,2.1384
"2014-12-06",0,2.0273
"2014-12-07",0,1.9964
"2014-12-08",0,2.0702
"2014-12-09",0,3.0982
"2014-12-10",0,3.8826
"2014-12-11",0.1397,3.3
"2014-12-12",0.0582,4.4452
"2014-12-13",7.0048,-0.9207
"2014-12-14",0,-5.3368
"2014-12-15",0,-5.6235
"2014-12-16",0.1449,-3.9475
"2014-12-17",0.016,-3.3754
"2014-12-18",0,-4.7244
"2014-12-19",4.4743,-3.0056
"2014-12-20",10.6339,-1.9469
"2014-12-21",52.8182,-0.4915
"2014-12-22",12.2812,-5.3903
"2014-12-23",0.1944,-8.3116
"2014-12-24",4.2061,-5.0903
"2014-12-25",8.0373,-6.3254
"2014-12-26",3.0983,-11.2126
"2014-12-27",0.0175,-12.7683
"2014-12-28",12.5235,-9.7824
"2014-12-29",2.1261,-14.5866
"2014-12-30",0.2374,-20.0782
"2014-12-31",2.3645,-15.1846
"2015-01-01",1.4057,-9.3292
"2015-01-02",0,-8.1388
"2015-01-03",0.9159,-7.7681
"2015-01-04",0.8875,-4.7496
"2015-01-05",7.2228,-0.7053
"2015-01-06",0.2936,1.286
"2015-01-07",0,2.9625
"2015-01-08",0,1.193
"2015-01-09",0,-1.9631
"2015-01-10",0.3174,-0.6689
"2015-01-11",3.8488,-0.625
"2015-01-12",6.317,-1.0604
"2015-01-13",1.5614,-4.9855
"2015-01-14",0,-9.1321
"2015-01-15",0,-6.8779
"2015-01-16",14.2639,-4.1063
"2015-01-17",1.4571,-3.4807
"2015-01-18",0.0852,1.2849
"2015-01-19",0,-0.4092
"2015-01-20",0,-4.6784
"2015-01-21",0,-6.5889
"2015-01-22",0,-7.2873
"2015-01-23",0,-5.4356
"2015-01-24",0,-4.9894
"2015-01-25",0,0.6217
"2015-01-26",0,5.0535
"2015-01-27",5.5888,2.6685
"2015-01-28",8.0827,-0.9812
"2015-01-29",0.1304,-1.6693
"2015-01-30",0.0138,-1.2602
"2015-01-31",0,-2.1923
"2015-02-01",1.2154,-3.8936
"2015-02-02",12.7864,0.2291
"2015-02-03",23.9742,1.8466
"2015-02-04",9.9676,0.7932
"2015-02-05",0,3.473
"2015-02-06",0,5.0241
"2015-02-07",0.2904,4.651
"2015-02-08",0.1956,3.7466
"2015-02-09",11.5981,1.9423
"2015-02-10",0.3107,-1.6966
"2015-02-11",0.0007,-0.0531
"2015-02-12",0.038,2.4403
"2015-02-13",0,4.205
"2015-02-14",0,4.6276
"2015-02-15",0,-0.442
"2015-02-16",0.0096,-3.9785
"2015-02-17",0,-5.1455
"2015-02-18",0,-0.1357
"2015-02-19",0,2.6551
"2015-02-20",2.0025,-1.3178
"2015-02-21",3.6813,-5.5459
"2015-02-22",2.2898,-11.8376
"2015-02-23",0.0576,-10.2131
"2015-02-24",0.0735,-2.718
"2015-02-25",0.0576,-2.2814
"2015-02-26",0.3665,-6.2831
"2015-02-27",0.8798,-6.2912
"2015-02-28",0.0384,-5.8549
"2015-03-01",0,-4.7639
"2015-03-02",2.3156,-3.7871
"2015-03-03",8.0137,-6.3591
"2015-03-04",1.8182,-7.7842
"2015-03-05",0.2633,-4.8438
"2015-03-06",0.0404,0.0358
"2015-03-07",0.1114,2.8924
"2015-03-08",0.0365,2.2996
"2015-03-09",0,1.5516
"2015-03-10",0.0455,3.5753
"2015-03-11",0.1311,4.6702
"2015-03-12",1.0137,3.6184
"2015-03-13",0,4.8229
"2015-03-14",0.1632,4.6481
"2015-03-15",0,8.0438
"2015-03-16",0,8.9154
"2015-03-17",0,7.2532
"2015-03-18",0,2.9322
"2015-03-19",0,2.458
"2015-03-20",0,5.1935
"2015-03-21",0,6.0988
"2015-03-22",0,4.0783
"2015-03-23",15.9399,0.2877
"2015-03-24",23.9274,-2.3935
"2015-03-25",0.1005,-2.3734
"2015-03-26",0,2.0793
"2015-03-27",0,6.7425
"2015-03-28",0,5.8257
"2015-03-29",0,4.1029
"2015-03-30",0,7.2784
"2015-03-31",0,7.8337
"2015-04-01",0,-0.3151
"2015-04-02",0,-2.9115
"2015-04-03",0,-2.4482
"2015-04-04",0,2.3136
"2015-04-05",0,4.7717
"2015-04-06",0,1.4894
"2015-04-07",0.8464,1.6381
"2015-04-08",3.7318,0.872
"2015-04-09",0.1688,2.0255
"2015-04-10",0,3.5146
"2015-04-11",5.0026,4.8555
"2015-04-12",0.8679,0.5721
"2015-04-13",0.1199,4.8989
"2015-04-14",4.1971,3.6264
"2015-04-15",10.7142,-3.9263
"2015-04-16",0.0834,1.6528
"2015-04-17",0.2369,4.6329
"2015-04-18",0,5.8939
"2015-04-19",0,5.2051
"2015-04-20",0,5.8966
"2015-04-21",0,7.438
"2015-04-22",0.1341,8.7517
"2015-04-23",0.7933,5.8464
"2015-04-24",10.8601,4.9601
"2015-04-25",8.7142,2.0895
"2015-04-26",8.127,1.1717
"2015-04-27",0.0094,4.827
"2015-04-28",0,7.9087
"2015-04-29",0,9.6451
"2015-04-30",0,7.4034
"2015-05-01",0,8.4991
"2015-05-02",0.0005,9.9038
"2015-05-03",0.348,9.6342
"2015-05-04",1.1498,8.5378
"2015-05-05",0.2349,8.1344
"2015-05-06",8.3997,6.2018
"2015-05-07",17.4408,5.3862
"2015-05-08",3.3612,5.3794
"2015-05-09",18.8732,1.3273
"2015-05-10",0,2.6768
"2015-05-11",0.1186,5.4523
"2015-05-12",0,9.1887
"2015-05-13",0,8.7749
"2015-05-14",2.169,7.2195
"2015-05-15",5.9992,2.7772
"2015-05-16",15.392,0.676
"2015-05-17",0.0204,4.5337
"2015-05-18",18.4888,5.9221
"2015-05-19",11.9238,3.5912
"2015-05-20",3.877,5.0429
"2015-05-21",3.8331,6.5321
"2015-05-22",7.289,6.1413
"2015-05-23",14.2304,5.124
"2015-05-24",3.5908,5.7346
"2015-05-25",1.3284,7.4355
"2015-05-26",1.9113,6.1789
"2015-05-27",7.0024,6.8454
"2015-05-28",5.5047,5.6573
"2015-05-29",0.49,8.3786
"2015-05-30",0.0746,11.3397
"2015-05-31",0,14.4815
"2015-06-01",0,13.6173
"2015-06-02",0,11.4001
"2015-06-03",6.4146,11.0621
"2015-06-04",0,10.5769
"2015-06-05",0.0212,10.8928
"2015-06-06",0,9.4052
"2015-06-07",0.0685,10.988
"2015-06-08",0,13.5297
"2015-06-09",0,14.743
"2015-06-10",3.0374,13.5314
"2015-06-11",0.0564,12.5562
"2015-06-12",0.0011,13.8639
"2015-06-13",0.1024,13.0849
"2015-06-14",0,14.2015
"2015-06-15",0,15.0556
"2015-06-16",0,14.9118
"2015-06-17",0,15.5692
"2015-06-18",0,17.3336
"2015-06-19",0,15.9373
"2015-06-20",0,14.5918
"2015-06-21",0,16.132
"2015-06-22",0,14.756
"2015-06-23",0,16.1967
"2015-06-24",0,17.4928
"2015-06-25",0,17.7506
"2015-06-26",0,17.8934
"2015-06-27",0,19.6852
"2015-06-28",0,20.5633
"2015-06-29",0,20.6065
"2015-06-30",0,20.321
"2015-07-01",0,19.1904
"2015-07-02",0,19.126
"2015-07-03",0,18.7202
"2015-07-04",0,19.7335
"2015-07-05",5.109,13.9485
"2015-07-06",1.8991,14.7655
"2015-07-07",4.7041,13.4672
"2015-07-08",7.5344,11.4212
"2015-07-09",0.9503,13.3334
"2015-07-10",0.9827,12.3801
"2015-07-11",0,13.1993
"2015-07-12",0,14.1266
"2015-07-13",0,14.5181
"2015-07-14",0,15.615
"2015-07-15",0.0504,13.8991
"2015-07-16",0,14.8323
"2015-07-17",1.2648,12.6858
"2015-07-18",8.8158,10.5411
"2015-07-19",1.2834,11.4447
"2015-07-20",1.5033,10.8402
"2015-07-21",0.3609,13.5413
"2015-07-22",0.2995,14.3214
"2015-07-23",0.4921,13.7802
"2015-07-24",0,14.7964
"2015-07-25",0.2414,14.9336
"2015-07-26",0,16.639
"2015-07-27",3.4043,9.5346
"2015-07-28",0.541,8.1335
"2015-07-29",0,11.5549
"2015-07-30",0,14.798
"2015-07-31",0,16.6144
"2015-08-01",0,17.6574
"2015-08-02",0.0306,19.0435
"2015-08-03",18.4168,11.6868
"2015-08-04",0.3033,14.2878
"2015-08-05",1.5568,14.0982
"2015-08-06",0,12.9338
"2015-08-07",2.7897,11.7492
"2015-08-08",2.6657,10.8607
"2015-08-09",0.9023,12.5424
"2015-08-10",0.913,15.0552
"2015-08-11",1.1278,16.9639
"2015-08-12",0,16.3231
"2015-08-13",0,17.8866
"2015-08-14",0.3648,18.5689
"2015-08-15",0.1099,17.019
"2015-08-16",1.5861,15.6264
"2015-08-17",0.2178,14.184
"2015-08-18",0,11.9516
"2015-08-19",0,12.4507
"2015-08-20",0,13.8163
"2015-08-21",0,15.5941
"2015-08-22",0,12.4169
"2015-08-23",0.3018,13.993
"2015-08-24",0,18.3491
"2015-08-25",0,19.6335
"2015-08-26",4.7781,13.4606
"2015-08-27",4.3412,14.3649
"2015-08-28",0,16.028
"2015-08-29",0,17.7856
"2015-08-30",0.9253,14.5904
"2015-08-31",0.4939,13.5476
"2015-09-01",0,16.176
"2015-09-02",0,16.6583
"2015-09-03",0,15.5974
"2015-09-04",1.2961,15.0811
"2015-09-05",3.3239,8.0496
"2015-09-06",0.9678,6.8929
"2015-09-07",0.3117,9.9724
"2015-09-08",0.0298,10.9547
"2015-09-09",0,13.4875
"2015-09-10",0,14.6776
"2015-09-11",0,15.9366
"2015-09-12",0,16.2428
"2015-09-13",0,16.2177
"2015-09-14",5.2538,12.5089
"2015-09-15",15.3611,8.4908
"2015-09-16",32.5124,4.9446
"2015-09-17",6.5926,4.6538
"2015-09-18",1.2026,5.792
"2015-09-19",0,7.5237
"2015-09-20",0,10.5393
"2015-09-21",0,13.4457
"2015-09-22",0,15.3855
"2015-09-23",0,15.0365
"2015-09-24",0,15.804
"2015-09-25",0,16.8623
"2015-09-26",0,16.1132
"2015-09-27",0.006,15.4282
"2015-09-28",1.1224,13.5588
"2015-09-29",0,13.9913
"2015-09-30",0,14.9263
"2015-10-01",3.8499,14.4232
"2015-10-02",6.8003,7.6001
"2015-10-03",6.5095,7.5322
"2015-10-04",1.3267,8.1754
"2015-10-05",0.103,9.5837
"2015-10-06",7.5152,8.3473
"2015-10-07",0.282,8.9283
"2015-10-08",0,10.202
"2015-10-09",0.0698,10.7637
"2015-10-10",0,12.2589
"2015-10-11",0,8.6609
"2015-10-12",0,9.0935
"2015-10-13",0,11.1782
"2015-10-14",0,11.5332
"2015-10-15",0,11.7225
"2015-10-16",0.312,11.0551
"2015-10-17",1.5541,10.3981
"2015-10-18",3.2001,10.0622
"2015-10-19",4.7245,5.519
"2015-10-20",1.0455,4.5109
"2015-10-21",0.1433,4.7386
"2015-10-22",0.6954,5.1771
"2015-10-23",0.5356,4.2223
"2015-10-24",0,5.8311
"2015-10-25",0,6.4854
"2015-10-26",0,4.7743
"2015-10-27",0.5905,0.9543
"2015-10-28",0,1.4314
"2015-10-29",2.8245,0.6279
"2015-10-30",1.4827,-0.2516
"2015-10-31",1.4693,4.5654
"2015-11-01",5.5202,5.6373
"2015-11-02",0.1445,5.6613
"2015-11-03",12.4396,2.4259
"2015-11-04",1.209,-2.456
"2015-11-05",2.6017,-4.206
"2015-11-06",8.6197,-5.1243
"2015-11-07",0.292,-2.9864
"2015-11-08",0,-0.1537
"2015-11-09",8.6474,0.6276
"2015-11-10",1.6573,-3.3065
"2015-11-11",0,-4.5414
"2015-11-12",0.08,-3.4827
"2015-11-13",0.1641,-1.1502
"2015-11-14",0.2742,2.879
"2015-11-15",0.0322,1.5818
"2015-11-16",0,-4.0386
"2015-11-17",0.2874,-6.6327
"2015-11-18",0.4532,-3.4387
"2015-11-19",23.2461,-1.663
"2015-11-20",14.1976,-5.8654
"2015-11-21",0.1906,-7.1517
"2015-11-22",0.7264,-1.3582
"2015-11-23",0.7553,1.0765
"2015-11-24",0.1421,0.0569
"2015-11-25",6.4642,-3.2358
"2015-11-26",0.3388,-11.4755
"2015-11-27",0.9157,-12.154
"2015-11-28",2.9286,-10.9092
"2015-11-29",0.5688,-11.8017
"2015-11-30",0,-11.3263
"2015-12-01",0.6373,-8.9169
"2015-12-02",2.2487,-5.6078
"2015-12-03",0.0388,-1.2217
"2015-12-04",0,-2.009
"2015-12-05",0,-4.5731
"2015-12-06",0.6914,-1.9529
"2015-12-07",12.771,1.1786
"2015-12-08",0,2.5472
"2015-12-09",0.3418,3.3406
"2015-12-10",12.3758,1.0471
"2015-12-11",0.222,-5.4045
"2015-12-12",0.3124,-5.9673
"2015-12-13",2.9529,-3.8306
"2015-12-14",7.006,-5.7234
"2015-12-15",1.3368,-8.3442
"2015-12-16",10.3526,-8.7749
"2015-12-17",1.5899,-11.219
"2015-12-18",4.6489,-2.3942
"2015-12-19",1.6181,-0.6618
"2015-12-20",10.351,-3.6448
"2015-12-21",38.9616,-4.3352
"2015-12-22",16.1893,-5.3523
"2015-12-23",19.8884,-8.4262
"2015-12-24",7.9969,-9.0211
"2015-12-25",0,-11.17
"2015-12-26",0,-12.532
"2015-12-27",1.8476,-11.5081
"2015-12-28",0.7236,-10.7185
"2015-12-29",0.9568,-12.2863
"2015-12-30",2.153,-14.0814
"2015-12-31",0,-13.9491
"2016-01-01",0.1115,-14.8306
"2016-01-02",2.7816,-11.3132
"2016-01-03",0.3583,-4.0145
"2016-01-04",0.1163,-3.3185
"2016-01-05",2.5535,-3.4049
"2016-01-06",3.5297,-2.6098
"2016-01-07",0.0857,-5.0425
"2016-01-08",0,-7.9376
"2016-01-09",2.341,-8.9118
"2016-01-10",0,-11.554
"2016-01-11",0,-12.0438
"2016-01-12",0.0842,-8.8063
"2016-01-13",0.4449,-4.1525
"2016-01-14",8.1826,-8.7653
"2016-01-15",9.2336,-7.9997
"2016-01-16",10.2511,-6.6789
"2016-01-17",5.3818,-3.7821
"2016-01-18",13.7816,-3.9617
"2016-01-19",3.6879,-6.572
"2016-01-20",12.9098,-6.0637
"2016-01-21",0.4743,-7.01
"2016-01-22",0.3615,-1.7195
"2016-01-23",4.7918,-2.5566
"2016-01-24",7.9482,-5.4677
"2016-01-25",1.4403,-8.4305
"2016-01-26",0,-8.4617
"2016-01-27",0,-4.9472
"2016-01-28",7.1531,-1.2001
"2016-01-29",16.239,-2.3135
"2016-01-30",16.9687,-6.0352
"2016-01-31",0.8142,-8.2698
"2016-02-01",0.9267,-11.1638
"2016-02-02",0,-12.3824
"2016-02-03",1.7982,-11.2199
"2016-02-04",9.4668,-10.6285
"2016-02-05",0.9528,-5.9793
"2016-02-06",0.89,-4.3934
"2016-02-07",0,-3.0061
"2016-02-08",0.1559,-1.3707
"2016-02-09",0,1.9368
"2016-02-10",0,1.605
"2016-02-11",0.1285,2.4154
"2016-02-12",0,3.9725
"2016-02-13",0.0024,0.178
"2016-02-14",16.8924,-1.3002
"2016-02-15",6.4049,1.0218
"2016-02-16",0,1.8432
"2016-02-17",1.7819,3.9838
"2016-02-18",17.2773,-0.009
"2016-02-19",0.7707,-1.0735
"2016-02-20",6.6856,-3.6377
"2016-02-21",0.1285,-2.3383
"2016-02-22",2.764,-6.2879
"2016-02-23",0,-5.4533
"2016-02-24",0.1559,-3.7317
"2016-02-25",0.0299,-0.3017
"2016-02-26",0,2.0795
"2016-02-27",0,1.7956
"2016-02-28",0.376,-0.6692
"2016-02-29",6.6126,-2.0136
"2016-03-01",1.3983,0.3215
"2016-03-02",0,0.9604
"2016-03-03",0,3.5793
"2016-03-04",0.144,4.132
"2016-03-05",0.144,4.9586
"2016-03-06",10.3759,0.1905
"2016-03-07",0.4828,-2.5742
"2016-03-08",1.4391,-2.5993
"2016-03-09",12.8365,-1.6623
"2016-03-10",0.2857,3.8822
"2016-03-11",0.3169,5.8167
"2016-03-12",0.231,3.8661
"2016-03-13",4.302,1.9858
"2016-03-14",29.4443,-3.2565
"2016-03-15",14.1571,-5.9301
"2016-03-16",23.8642,-3.836
"2016-03-17",9.4628,-3.305
"2016-03-18",0.2522,-4.9222
"2016-03-19",0.9384,-1.8297
"2016-03-20",1.2111,3.9137
"2016-03-21",0.5079,5.2051
"2016-03-22",15.3233,-0.803
"2016-03-23",2.4862,-1.5199
"2016-03-24",9.0471,-0.4308
"2016-03-25",0,-3.406
"2016-03-26",0.2522,-2.7184
